prompt,prompt_len,target
5 killed in S China road cave-in | 02:41 156 killed in China earthquake,25,1.2
American investigators waiting to question arrested Boston bomber | Police converge on street in search for Boston bomb suspect,20,1.8
"Her birthday, 21 April, was declared a public holiday and she attended a reception and a ball. | When his grandmother, then-Princess Elizabeth, turned 21 in 1947, the day was declared a public holiday, and she attended a reception and a ball.",61,3.2
"not a constitutional issue. | again, this is not a constitutional issue.",16,4.4
Dolce and Gabbana convicted of tax evasion | Dolce and Gabbana Fined in Italian Tax Case,21,3.0
A man is walking along a path through wilderness. | A man is walking down a road.,20,2.5
"A boy skateboards down the metal handrail at night. | A brown dog runs on the sand, holding a stick.",26,0.0
"amnesty international's report was compiled by european and international non-governmental organizations such as saferworld, which opposes armed violence. | the amnesty international report was compiled by european and international non-governmental forums.",43,3.2
A woman riding a brown horse. | A young girl riding a brown horse.,17,3.8
A woman is peeling an orange. | A man is playing a flute.,16,0.0
"Mr Howard said he also had faith in the system under which Hicks could be tried. | Mr Howard also said yesterday that Hicks would be fairly treated, saying he had faith in the US justice system.",41,4.5
"They were at Raffles Hospital over the weekend for further evaluation. | They underwent more tests over the weekend, and are now warded at Raffles Hospital.",33,3.2
Erdogan and Putin talked in raised voice | Foreign militants killed in Somalia in strike on car,19,0.0
A black and white cat lying on a blanket. | A black and white cat laying on a cat bed.,23,3.75
A man is kicking oots of water. | A woman is slicing a red pepper.,19,0.25
Top Asian News at 2:30 p.m. GMT | Top Asian News 1:25 p.m. GMT,29,1.0
Genetic predisposition to cancer resistance is superior genetics. | Genetic predisposition to Alzheimer is inferior genetics.,19,1.4
"They reported symptoms of fever, headache, rash and muscle aches. | Symptoms include a stiff neck, fever, headache and sensitivity to light.",29,2.333
A close-up of a black train engine. | Close up of a white sheep with a black head.,23,0.0
A man is playing a guitar. | A woman is playing a flute.,16,1.8
Red double decker bus driving through the streets. | Red double decker bus driving down a street.,20,4.6
"""Gorgons don't exist"" - fine. | ""Satyrs don't exist"" - fine.",26,2.0
"Cricket-England v Australia fourth test scoreboard | Cricket-England 155-4 v Australia, fourth test - tea",26,4.0
The woman is playing the flute. | A woman is playing a flute.,16,5.0
A girl is eating a cupcake. | A man is playing a trumpet.,16,0.0
A girl in a pink dress rides her bike along a white picket fence. | A girl in a red dress rides her bike in front of a white fence.,33,4.0
Nigeria Votes in Tight Presidential Election | Guineans Go to the Polls in Presidential Elections,17,2.0
a black and white photo of a cat lying down. | A black and white image of a cat laying on a rug.,26,4.2
4 Egyptian soldiers killed in Sinai ambush | 3 Egyptian soldiers killed in Sinai car bombing,18,3.2
The transaction will expand Callebaut's sales revenues from its consumer products business to 45 percent from 23 percent. | The transaction will expand Callebaut's sales revenues from its consumer products business by around 45 percent to some one-third of total sales.,58,3.5
Two men are fighting. | Two men are fighting using a form of martial arts.,18,2.8
A boy is playing a guitar. | A kid is playing a guitar.,16,3.6
A man and woman are talking. | A man and woman is eating.,16,1.6
A little boy is playing a guitar. | A boy is playing guitar.,16,4.6
Gazans fire 2 rockets into Israel; no injuries | Gazans fire 89 rockets; cabinet approves reserve call-up,27,1.4
UN court convicts 6 Bosnian Croats of atrocities | UN War Crimes Court Convicts Six Bosnians Croats,25,4.0
Wreckage of Air Algerie plane carrying 116 people found in Mali | Wreckage from AirAlgerie flight AH5017 found in Mali,34,3.4
A tiger trys to climb the wall. | A lion is trying to climb up over a wall.,22,3.0
"""And about eight to 10 seconds down, I hit. | ""I was in the water for about eight seconds.",27,2.2
Two women mix something in a food processor. | Two women make something in a blender.,19,4.0
Pakistani girls learn a hard lesson | Pakistani girl shot by Taliban appears on video,17,1.8
"The updated products include Pylon Pro, Pylon Conduit, Pylon Anywhere, and Pylon Application Server. | The new products on the desktop side include the latest versions of Pylon Conduit and Pylon Pro.",46,2.8
Two people dressed in white standing on a grass field. | A person is standing underneath an overpass near a highway.,25,0.4
"Israeli forces arrest 21 Palestinians overnight, clash with locals | Israeli security forces arrest 8 Palestinians in overnight West Bank sweeps",26,1.0
china's council of agriculture opens a special office in charge of agricultural technology transfers and intellectual property rights management and consultancy to enhance development of china's knowledge-based agriculture and applications of agricultural technology. | lee stated that the coa has spent the past several years setting up relevant mechanisms and drafting a set of promotional measures to enhance development of china's knowledge-based agriculture and applications of agricultural technology.,81,3.2
Hong Kong officials resume work as protests thin | Hong Kong student leaders mull protest retreat,18,2.0
"But Adora Obi Nweze, the NAACP state president, said the state only tried to prove its conclusion of suicide, rather than consider the possibility of murder. | Adora Obi Nweze, the NAACP state president, said the state has refused to consider the possibility of murder.",59,3.4
The woman is waterskiing. | A woman is wake boarding on a lake.,18,1.75
"billion . Everyone in the world at Mexico's current prosperity level. | Everyone in the world at the current ""prosperity"" level of Northwest Africa.",32,1.5333333
a black and white photo of a cow under a tree. | A black and white photo of a cow walking under a tree in a field.,30,4.2
"A dining table with candles, wine, and a teapot. | A wooden table is set with candles, wine, and a purple plastic bowl.",30,3.0
Iranian nuclear talks to be extended to November | Iran nuclear talks extended to November 24,19,4.4
A woman cuts a pineapple. | A woman is slicing a pineapple into pieces.,17,4.0
"KEDO Spokesman, Roland Tricot said: ""The executive board decided to refer this question to capitals. | ""The executive board decided to refer this to the capitals,"" the Korean Energy Development Organization said.",43,4.0
17 killed in US drone attack on Yemen wedding party | U.S. drone mistakenly kills 14 in Yemen wedding convoy,27,4.0
Search leader urges caution in findings related to missing Malaysian jetliner | Searchers hoping pings come from lost Malaysian airliner,24,1.0
A climber is standing on the rock face next to the pink rope. | The children are running in the snow with fences in the background.,29,0.0
Jake with the assist. | Voracek with the goal.,14,0.4
A woman is sitting on a sidewalk with a cell phone at her ear. | A woman is riding her bicycle.,24,0.5
"MERS respiratory illness found in U.S., officials confirm | First case of MERS, a SARS-like respiratory illness, reported in North America",30,4.2
Nerves Calmed -- For Now : Markets Jump on Relief over Spanish Bank Bailout | Focus Shifts to Greece After Spain Secures Bank Bailout,30,2.2
A woman is cutting an onion. | A woman is chopping onions.,15,4.8
Yacimovich urges cabinet to approve Palestinian prisoners release | Israel agrees to free 104 Palestinian prisoners,23,2.0
china is an important force for safeguarding world peace. | china is an important force for promoting world development.,22,3.4
US: Madoff brother to plead guilty in NY in fraud | Madoff's brother to plead guilty to fraud,24,4.2
"Smugglers in a van chased down a pickup and SUV carrying other smugglers and illegal immigrants, said Pinal County Sheriff Roger Vanderpool. | People in a van opened fire on a pickup and SUV believed to be transporting illegal immigrants, said Pinal County Sheriff Roger Vanderpool.",57,3.167
Do you understand why it's absurd to limit the question to US residents? | Do you understand why non-US residents are also relevant to the statistics?,33,3.2
Death toll climbs to 15 in Indonesia boat sinking | Indonesia: Death toll rises to 11 in Indonesia boat capsize,27,3.6
Fire kills 38 in Russian psychiatric institution | 38 feared dead in Russian psychiatric hospital fire,21,3.6
Two women in the kitchen looking at a object. | Two women in kitchen with one taking a picture.,22,2.8
"The technology-laced Nasdaq Composite Index .IXIC rose 17.26 points, or 1.06 percent, to 1,640.06, based on the latest data. | The broader Standard & Poor's 500 Index <.SPX> gained 5.51 points, or 0.56 percent, to 981.73.",87,1.0
A man is cutting a fish. | A man guts a fish.,15,3.0
"Blizzard brings US northeast to a halt | Blizzard wallops US Northeast, closes roads",18,4.2
A man is frying a tortilla. | A person is performing a card trick.,17,0.0
The man is playing a guitar. | A baby is playing a guitar.,16,1.8
Hijacker arrested after plane lands at Geneva Airport | Hijacked aircraft lands in Geneva,17,3.0
A man is getting into a car. | A man is getting into a car in a garage.,21,3.833
Ukraine hosts ‚Äėunity talks‚Äô | Pope hits out at ‚Äėwar to sell arms‚Äô in Syria,28,0.0
"Hrithik Roshan, wife Sussanne part ways | Hrithik Roshan, Sussanne to divorce",25,4.4
The new law requires libraries and schools to use filters or lose federal financing. | The 6-3 ruling reinstates a law that told libraries to install filters or surrender federal money.,38,2.8
Police: Explosion in Belfast Cathedral Quarter | Explosion in Kabul a suicide attack in diplomatic area,18,2.0
Egypt interior minister survives bomb | Egypt's interior minister survives bomb attack,15,5.0
'Iron Man' jetpacks spark concerns in Hawaii | 'Iron Man' Jetpacks Spark Concerns,20,3.8
"Deadly Blast Rocks Coal Mine in East Ukraine | 12 Dead, Despite Cease-fire in East Ukraine",23,2.0
US stocks fall as Greek talks lumber; Apple falls | US stocks slip on Wall Street as Greek talks drag on,23,3.2
"TVT Records sought $360 million in punitive damages and $30 million in compensatory damages, officials said. | The damages included $24 million in compensatory damages and $52 million in punitive damages for IDJ.",48,1.25
Rooney helps Man United beat Everton 3-0 in Premier League | West Ham beats Newcastle 2-0 in Premier League,27,1.0
Dozens of Egyptians hostages taken by Libyan terrorists as revenge for airstrikes | Egyptian boat crash death toll rises as more bodies found in Nile,28,0.0
FAA continues ban on US flights to Tel Aviv | FAA lifts ban on U.S. flights to Tel Aviv,23,1.8
Two girls are sitting in front of a statue. | Two blonde girls are sitting next to a statue,21,3.8
"Sliding down the ice, Moriarty and Carella hit the spongy, rocky floor of the river and immediately felt the pull. | Sliding down the embankment, the two rescuers hit the spongy, rocky floor of the river and immediately felt the pull.",52,3.4
"Carnival Corp. stock was trading at $31.29 during midday trading Wednesday, down 72 cents or 2.25 percent. | Carnival Corp. stock was down 2.5 percent, or 81 cents, at $31.20 on the New York Stock Exchange.",65,3.2
My parents have told me it is bad for you. | officers have told me its bad for you.,22,2.0
china will resolutely oppose the proliferation of mass destructive weapons. | china will resolutely oppose the means of the delivery of mass destructive weapons.,27,4.2
myanmar government has stated myanmar will become opium-free by 2014. | myanmar government stated myanmar is on track to be drug-free by 2014.,42,4.6
A machine is sharpening a pencil. | A girl is riding a bicycle.,16,0.0
That package included increases to both the city's sales and income taxes. | He also objects to the sales and personal income tax increases in the package.,32,2.0
"Rocks, Tear Gas Fly as Thai Protests Heat Up | Rocks, tear gas fly as Thai protests heat up",23,5.0
US Senate to meet as path out of fiscal impasse still elusive | US Senate has Rare Sunday Session Days Amid Fiscal Impasse,25,3.6
A man is playing a flute. | A woman is applying eye liner.,16,0.0
dutch national research institute tno carried out chemical weapons experiments for the dutch defense ministry during the 1950s. | a hp/detijd journalist learned about tno's chemical weapons experiments from the defense ministry's archives.,50,2.6
myanmar was formerly known as burma. | myanmar was formerly called burma.,19,5.0
illegal arms trafficking increases in kenya due to easy availability and neighboring conflicts. | illegal arms trafficking has increased in kenya and raised concern about security.,31,3.2
a man on a dirt bike jumping very high. | A man on a motorbike jumping with the sky behind him.,24,3.4
A cat is sliding upside down under a couch. | A cat is crawling under a piece of furniture on it's back.,27,3.2
"Newcastle 2-0 Liverpool: Match report, pictures & video highlights | QPR 1-2 West Ham: Match report, pictures & video highlights",32,1.0
A lion is walking. | A lion is pacing in a pen.,15,2.4
"Boeing said the final agreement is expected to be signed during the next few weeks. | The Korean Air deal is expected to be finalized ""in the next several weeks,"" Boeing spokesman Bob Saling said.",41,3.0
North Korea's Kim hails execution of powerful uncle | North Korean intrigue: The execution of power,20,2.6
A dog swimming with a stick in it's mouth. | Dog swimming in the water with a stick in its mouth.,26,5.0
Man Who Set Himself on Fire on National Mall Dies of Injuries | Man 'who set himself ablaze' on National Mall dies,25,5.0
Carney sets high bar to change at BoE | Carney sets high bar to changes at Bank of England,22,5.0
US offers US$10 mil. for Pakistan militant | US offers $10 million for Pakistani militant chief,23,3.8
Putin claims victory in Russia's presidential election | Putin wins disputed Russian presidential election,17,4.4
"Ray Brent Marsh, 29, faces multiple counts of burial service fraud, making false statements, abuse of a dead body and theft. | Ray Brent Marsh, 29, also faces charges of abuse of a body, and theft.",50,3.8
"Shares of Littleton, Colorado-based EchoStar rose $1.63, or 5.3 percent, to $32.26 at 10:55 a.m. | On Monday, EchoStar (DISH: news, chart, profile) shares shrank $1.40, or 4.4 percent, to $30.63.",81,2.0
"I'm so sorry to hear this Kelly. | I'm so sorry, Kelly.",20,4.0
"So far, Georgia has been returned all but $70,000 of the money it wired. | Georgia has received all but $70,000 of its money back with the help of the FBI.",47,3.75
Pro-Pak Taliban warlord killed in US drone strike | Taliban commander killed in US drone strike,20,4.4
Sprinters Tyson Gay and Asafa Powell test positive for banned substance | US sprinter Tyson Gay tests positive for banned substance,25,3.4
"The volatile mix could drag the session beyond the four days allotted by Bush, said Senate President Jim King. | The Senate might support capping noneconomic damages beyond the $250,000 Gov. Jeb Bush proposes, said Senate President Jim King.",53,2.75
A boy played a keyboard. | A person is playing a piano keyboard.,16,3.2
Drug lord captured by marines in Mexico | Suspected drug lord known as ‘El Taliban’ held in Mexico,22,2.6
A dog is running on the ground. | A girl is tapping her finger nails.,18,0.0
Peace talks with Palestinians would take months: Israel official | 3yo Palestinian girl killed in Israeli raid,21,0.4
The men are playing cricket. | The men are playing basketball.,14,2.2
4.1 magnitude quake strikes U.S | 7.2 magnitude earthquake strikes Philippines,19,1.0
The white dog runs across the snow. | A white bear walks along snow-covered ground and casts a shadow on the snow.,27,1.4
"News of Terrorism and the Israeli-Palestinian Conflict (January 22 ‚Äď 28, 2014) | News of Terrorism and the Israeli-Palestinian Conflict (July 31 ‚Äď August 6, 2013)",56,3.0
Iranian exiles report deaths in Iraq camp | At least 47 Iranian exiles killed at Iraq's Camp Ashraf,23,3.0
Indonesia anti-terror squad kills two suspected militants | Indonesia police shoot dead suspected militants in Bali,19,3.2
"The company has expanded into providing other services for buyers, including payment services. | The company has expanded those basic services, offering payment and even financing.",31,4.2
A rugby player in dark gear is carrying a light colored rugby ball with arm outstretched. | A brown dog splashes in the water while carrying a ball in it's mouth.,36,0.4
"""Fewer than 10"" FBI offices have conducted investigations involving visits to mosques, the Justice Department said. | In addition, the Justice Department said that the FBI has conducted ''fewer than 10'' investigations involving visits to mosques.",51,4.2
China stocks close higher after economic meeting | China stocks close higher on Wednesday,15,3.4
"Before it was removed, the site listed in broken English the rules for hackers who might participate. | Organizers established a Web site, http://defacerschallenge.com, listing in broken English the rules for hackers who might participate.",49,3.0
"Added Mr. Prodi: ""Maybe, but the old age helps us to understand our strengths and our weakness."" | ""Maybe, but the old age helps us to understand our strength and our weakness and the reality of the world.",47,3.2
"""Jane"" wants me to ask the helpful party guest to pay for it. | I can't believe she is asking YOU to ask the helpful party guest for money!",36,2.2
Most taxpayers will get surprise tax cuts of between $4 and $11 a week from July 1. | Australia's 9 million income taxpayers received surprise tax cuts of between $3 and $11 a week from Treasurer Peter Costello last night.,53,3.25
Philippines defers comment on Taiwan fisher attack | Bin Laden's continuing sway shown in Kenya mall attack,21,0.4
Train going down the tracks. | Train gliding on tracks.,13,4.6
Ebola UK: NHS staff 'panicked' after suspected Ebola cases | UK says investigating 2 suspected MERS cases,25,0.0
Jury nullification means a law isn't Constitutional? | No. Jury nullification does not mean that a law is unconstuitutional.,31,2.0
A person on a bmx bike. | A man on a bike in mid-air,18,3.0
There is no more egg cell post-fertilization. | There is no more sperm cell.,20,2.4
Vinnie Jones reveals cancer battle new | Vinnie Jones reveals he has skin cancer,17,4.0
"India, China ink border pact; 8 other agreements | India, China ink agreement on trans-border rivers",23,3.8
A man is playing the guitar. | A man is playing the drums.,16,1.556
"White House, defense contractors discuss harm of automatic spending cuts | White House, defense firms discuss automatic spending cuts",22,4.4
A dog runs through the grass. | a dog runs across the grass.,16,4.8
"The men were immediately flown to nearby Botswana on a chartered Air Malawi flight, Malawi intelligence officials said on condition of anonymity. | The men were flown to nearby Botswana on an Air Malawi flight, the officials said.",43,3.533
A woman is slicing a leek. | A woman is slicing ginger.,15,2.2
"Mr. Bankhead said the crime scenes indicated that the killer was ""very methodical."" | GBI spokesman John Bankhead said the murder scenes showed that the killer was very methodical.",37,4.0
Bradley Manning-WikiLeaks case turns to sentencing | Manning WikiLeaks case turns to sentencing phase,19,5.0
A woman is slipping in the water-tub. | A woman is lying in a raft.,20,0.8
"""What can I say to you?"" he told a crowd at a cemetery with a thousand headstones, many of them marking the graves of entire families. | Mr. Powell told a crowd at a cemetery with a thousand headstones, many of them marking the graves of entire families.",58,2.8
Somalia's Shebab claims responsibility for Nairobi mall attack | Syrian rebels claim responsibility for killings in Lebanon,21,1.2
A little bird floating in the water. | A duck floating in the water.,17,2.4
At least 20 dead in Somalia attacks | At least 60 die in Iraq prison attack,21,2.2
A woman holds a kangaroo. | A woman is picking up a kangaroo.,16,3.25
A man is folding a piece of paper. | A man is slicing a plastic container with a sword.,22,0.5
Lionel Richie is dancing on the ceiling. | Lionel Ritchie dances while standing on the ceiling.,19,4.0
"Well, whatever, you are now. | Well, whatever, you're aware of it now.",22,2.2
Two women posing with a baby. | A woman poses with a baby.,16,2.2
Boston bombing suspect buried in Virginia | Boston bomb suspect buried in Virginia cemetery,15,5.0
"WHO spokeswoman Maria Cheng agreed, saying: ""It looks very much like an isolated event."" | ""It looks very much like an isolated event,"" World Health Organization spokeswoman Maria Cheng said.",38,4.6
The rhino grazed on the grass. | A rhino is grazing in a field.,17,4.0
A white and brown dog playing with a black toy. | A white and brown dog is playing tug-o-war.,26,3.4
A black dog wearing an orange collar is entangled with fishing wire. | The black dog wearing a red collar shakes water off.,26,1.8
N. Korea Deports Elderly American | North Korea deports detained US war veteran,17,2.0
"The priest, the Rev. John F. Johnston, 64, of 35th Avenue in Jackson Heights, was charged with aggravated harassment and criminal possession of a weapon. | The Rev. John Johnston, 64, was charged with aggravated harassment in the phone call case and with criminal possession of a weapon, according to a police statement.",73,3.75
A man sliced through a bunch of water bottles with a knife. | A man is slicing a line of water bottles with a knife,27,4.4
Last night Japanese forces attacked Hong Kong. | Last night Japanese forces attacked the Philippine Islands.,19,2.6
"Apple Computer's new online music service sold more than 1 million songs during its first week of operation, the company said Monday. | Apple Computer Inc. said Monday it exceeded record industry expectations by selling more than 1 million songs since the launch of its online music store a week ago.",60,4.6
A group of sheep in a field. | A group of horses grazing in a field.,19,1.6
A woman is slicing tomato. | A man is slicing onion.,14,1.6
A boy in black waves his arms while other people are behind him on a field. | a man in a black shirt is roller blading past a bench in the city.,36,0.4
A girl with a black purse sitting on a wooden bench. | A young woman with a black purse sits on a wooden bench.,27,4.6
China launches probe and rover to moon | China launches first moon rover mission,15,4.0
"If you haven't made any claims, then just say so. | I haven't made any claims.",24,2.4
The parents want her kept alive; her husband says she never wanted to be kept alive artificially. | Michael Schiavo has argued that his wife never wanted to be kept alive artificially.,37,2.8
"The statewide unemployment rate fell to 6.4 percent, down from a revised 6.7 percent in August. | The unemployment rate in San Joaquin County dipped last month to 8.5 percent, down nearly a full percentage point from August.",52,2.0
The department also sent water and soil samples to the state health laboratory. | Water samples are being sent to the state health department for analysis.,29,3.25
AP Source: Redskins to trade for No. 2 pick | Redskins trade for No. 2 pick,22,4.2
"12 killed, 25 injured in bomb blast in NW Pakistan | 6 killed, 12 injured in blast in NW Pakista",30,2.6
"A black and white dog looking at the camera. | A grey, black, and white cat looking at the camera.",25,1.0
Wall Street Opens Lower | Wall Street Ends Mixed,10,2.0
Someone is peeling a potato. | Someone is slicing a tomato.,14,1.4
'Betrayed' disabled workers protest against Remploy closures | May Day marked by protests against austerity cuts,21,0.6
"The black and white cat is looking up at the camera. | A grey, black, and white cat looking at the camera.",27,3.6
Obama urges decisive action on Europe debt crisis | Obama urges Europe to act quickly on crisis,18,3.4
"U.S. and Russia reach a deal on Syria's chemical weapons | China welcomes US, Russia deal on Syria chemical weapons",27,3.0
The man played his guitar. | A guy is singing while playing his guitar.,17,3.0
investigators claim the british company was a cia cover. | russian investigators stated that the british company was a cia cover.,25,4.4
A woman is doing weight exercises. | A woman is doing her hair.,16,0.5
"With diplomacy heating up in the nearly 10-month-old nuclear crisis, Chinese Foreign Minister Li Zhaoxing is slated to visit South Korea from August 13 to 15. | With diplomacy heating up in the nearly 10-month-old crisis, Chinese Foreign Minister Li Zhaoxing flies to Japan on Sunday en route to South Korea on August 13.",81,3.0
"Is that how it works? | Nah, that's not how it works.",18,1.6
The government does not determine if you are married or not. | The government doesnt have to declare you married before you can be married.,28,3.6
A lone cow sits in the cold of the yard. | a black and white cow standing in the field.,23,1.8
US soldier accused of Afghan massacre hires prominent criminal lawyer | US soldier accused of killing Afghan civilians identified,20,2.0
A dog with big ears is holding a small stick in it's mouth. | A puppy with big ears chewing on a stick.,28,3.8
UN chief welcomes peaceful presidential elections in Guinea | UN chief condemns attack against peacekeepers in Mali,19,1.0
Hamas Urges Hizbullah to Pull Fighters Out of Syria | Hamas calls on Hezbollah to pull forces out of Syria,25,5.0
Gunmen abduct seven foreign workers in Nigeria | Seven foreign workers kidnapped in Nigeria,17,3.4
Two people dressed in white standing on a grass field. | A person is standing underneath an overpass near a highway.,25,0.4
A woman swims underwater. | A woman is swimming.,12,3.8
"Boeing airliner crashes in Russia, 50 killed | Boeing airliner crashes in Russian city of Kazan, 50 killed",27,3.8
"The defense cannot appeal Roush's ruling until after the trial. | Defense lawyers cannot appeal the ruling until after trial, in the appellate courts.",31,3.4
The man added vegetables to the broth in the pot. | A man is adding sliced vegetables to a cooking bowl with water.,26,3.4
A bird is flapping its wings in the water. | A black swan flapping its wings on the water.,22,3.6
A man is driving a car. | A man drives a car.,15,4.875
U.S. soldier killed in shooting incident in S. Afghanistan | Five NATO soldiers killed in Afghanistan,21,1.6
"Egypt courts hear cases against Mubarak, Islamists | Egypt court temporarily releases Mubarak over illicit gains",19,1.8
The cat is attacking a corn husk broom. | Grey and white cat sitting in bathroom sink.,20,0.8
"The consumer group generated $4.47 billion of profit and $20 billion of revenue from January to June, 53% of Citigroup's profit and revenue. | It generated $4.47 billion of profit and $20 billion of revenue in the year's first half, 53 percent of Citigroup's totals.",75,3.8
"The broader Standard & Poor's 500 Index .SPX rose 3.47 points, or 0.36 percent, to 977.59. | The tech-laden Nasdaq Composite Index .IXIC shed 8 points, or 0.45 percent, to 1,645.",73,1.0
OPEC producers at a meeting on Wednesday are set to pressure independent oil exporters to contribute to the cartel's next supply cut to allow for the return of Iraqi oil. | OPEC this week is set to pressure independent exporters to back the cartel's next supply cut to prevent the resumption of Iraqi exports undercutting oil prices.,66,2.8
"Two German tourists, two pilots killed in Kenya air crash | Senator Reid involved in Las Vegas car crash: CNN",23,0.6
The woman is dicing onions. | A woman is cutting an onion.,16,4.4
The measures could be taken up by the full Senate as early as Friday. | Ratliff said he hopes to bring the two measures to the full Senate by Friday.,34,4.0
"The meeting was scheduled to end Wednesday night, with attendees approving resolutions that express the denomination's view on issues but that are not binding on churches. | On Wednesday, attendees will vote on resolutions that express the Southern Baptist view on issues, but are not binding on individual churches.",57,3.273
"hong kong universities collaborate with universities, businesses and government sectors of mainland china to coordinate training programs and research centers to promote high-tech research, commercialization, and technology transfer. | hong kong universities have collaborated with tertiary education, business and government sectors of mainland china to direct training programs and research centers to promote research commercialization and technology transfer.",69,5.0
Russia claims to have foiled possible terror act | Russia says ballistic 'objects' fired in Mediterranean,20,1.4
"Consumers still would have to get a descrambling security card from their cable operator to plug into the set. | To watch pay television, consumers would insert into the set a security card provided by their cable service.",44,3.4
"2 killed, 11 wounded in attacks in Iraq | 15 killed, 90 wounded in fresh attacks in Iraq",27,2.2
A small boy is playing with a dog. | A baby is playing with a dog.,19,3.75
"Tuition at four-year private colleges averaged $19,710 this year, up 6 percent from 2002. | For the current academic year, tuition at public colleges averaged $4,694, up almost $600 from the year before.",60,1.5
A woman slices tofu. | A woman is cutting tofu.,13,5.0
"Costa's semifinal opponent is Spaniard Juan Carlos Ferrero, whom he beat in last year's final. | Costa will play Juan Carlos Ferrero next in a rematch of last year's final.",42,3.75
When Christians are extreme its just simply religion. | When Muslims are extreme it's terrorism.,20,1.6
A white dog with red ears is running in the snow. | a wet black dog with a red collar is in the river,26,0.6
The black dog is running through the snow. | A race car driver is driving his car through the mud.,23,0.0
Extremists claim responsibility for Niger attacks | Greek militant group claims responsibility for Golden Dawn killings,19,1.4
the united states and the allies of the united states believe iran is pursuing nuclear arms. | the united states and some european nations believe that iran's nuclear projects are for the purpose of making nuclear weapons.,42,3.8
The man in the red shirt is climbing the side of a mountain. | A man is climbing the side of a mountain.,26,4.2
Bone fragment 'could be King Alfred' | Remains in Winchester could be King Alfred the Great,19,4.6
the russian foreign ministry stated that russia has not suspended dialogue. | russian officials stated that russia will not reconsider the suspension.,25,2.6
Someone is cracking an egg open. | A man is breaking an egg.,16,3.0
Italian fugitive arrested in Dominican Republic | Australian icebreaker arrives in East Antarctica for new rescue bid,19,0.0
Feds move to require car-to-car safety communication | Guatemala overturns former dictator's genocide conviction,23,0.0
A brown and white dog is walking next to a man on a skateboard. | A blond child is laying on a branch of a tree in a green field.,33,0.0
Someone is playing a piano. | A man is playing a guitar.,15,1.2
"Consumers still would have to get a descrambling security card from their cable operator to plug into the set. | To watch pay television, consumers would insert into the set a security card provided by their cable service.",44,3.4
Shares of Coke were up 6 cents at $44.42 in afternoon trading Wednesday on the New York Stock Exchange. | Shares of Coke were down 26 cents to close at $44.10 on the New York Stock Exchange.,53,1.846
Negotiators said Friday they made good progress during their latest round of talks on creating a Central American Free Trade Agreement. | Negotiators said Friday they made progress during their latest round of free-trade negotiations between the United States and five Central American countries this week in Houston.,55,3.75
The man is walking. | A man is talking.,12,1.4
"A man stands in front of a train. | A man is standing in front of a raised statue,.",22,2.0
A group of people are firing up a hot air balloon. | A large group of people riding brown and white horses.,25,0.0
A girl in a pink shirt is sprawling her limbs out in midair. | A man dressed in a Santa suit is climbing up a large concrete building.,32,0.0
Someone is holding a hedgehog. | A onion is being sliced.,14,0.0
Russia gives initial OK to American adoption ban | Russia gives initial approval to adoption ban,17,3.8
"A white fluffy dog is running in pure white snow. | A fluffy, white dog running in the snow.",23,4.6
AP poll: Majority in US have prejudice against blacks | AP Poll: Majority Harbor Prejudice Against Blacks,20,3.6
A brown dog running through the woods. | A brown dog runs through the grass.,18,3.2
China news agency: Still hope for Syria peace | China state news agency: There's still hope for Syria peace,24,4.2
Gunmen ambush police boat in Nigeria oil region | Sudanese police block protest at human rights commission,19,0.0
People ride and paddle a raft. | Four people are floating on a raft.,17,2.25
A man is rowing a boat. | A man is slicing a tomato.,16,0.4
Pakistan to release most senior Afghan Taliban prisoner | Pakistan to release senior Taliban commander on Saturday,18,3.8
A woman is peeling an orange. | A man is playing a flute.,16,0.0
A man is riding a horse. | A man is playing a keyboard.,16,0.2
Margaret Thatcher dies after stroke | Margaret Thatcher dies at 87,14,4.2
Titanic Violin Nabs Record $1.4 Million | Titanic violin sells for $1.7 million,21,3.8
It wouldn't stop joke marriages. | And I don't fight for marriage.,19,1.2
A black and white chair sitting in front of a brick wall and a window with a bamboo plant in a vase. | A black headed sheep covered in thick white wool stands in a pasture with other sheep.,42,0.6
A man is running with a bus. | A man runs with a truck.,17,2.5
Red sports car racing down track. | A red sports car driving quickly on a track.,19,4.6
"A television in a messy room with several bookcases. | A room with a television, stereo and bookshelf.",23,3.2
Two people paddling in a red canoe with trees in the background. | Two people padding in a yellow canoe down a river with trees in the background.,31,3.4
N. Korea Deports Elderly American | North Korea deports detained US war veteran,17,2.0
"""The issue has been resolved,"" Marlins President David Samson said through a club spokesman. | The Marlins only said: ""The issue has been resolved.""",31,3.0
Little white lamb with nose to wood. | A white lamb with its nose against a wooden box.,21,3.8
A woman cracks two eggs into a glass bowl. | A woman is cracking an egg into a bowl.,22,3.8
"Analysts' consensus estimate from Thomson First Call was for a loss of $2.08 a share, excluding one-time items. | The estimate of analysts surveyed by Thomson First Call was for a loss of $2.75 a share.",51,2.5
"""It's going to happen,"" said Jim Santangelo, president of the Teamsters Joint Council 42 in El Monte. | ""That really affects the companies, big time,"" said Jim Santangelo, president of the Teamsters Joint Council 42 in El Monte.",58,1.5
Royal Hoax DJ Takes Action Against Station | Taliban bombs US base in Afghanistan,16,0.0
"Palestinians, Israeli police clash at Jerusalem's al-Aqsa | Palestinian Shot by Israeli Police in East Jerusalem Dies",26,2.0
