prompt,prompt_len,target
'I see.' | I understand.,9,0
"Nearly 90 percent of dropped enrollees are in areas where they can choose another HMO , according to the Department of Health and Human Services. | Enrollees that are dropped never have access through another HMO.",45,0
"2.6 Attestation engagements concern examining, reviewing, or performing agreed upon procedures on a subject matter or an assertion4 about a subject matter and reporting on the results. | Attestation engagements deal with reviewing procedures about seven subjects.",47,0
i have a i have a hard time with vegetables i don't i when i was a kid i didn't like them very much and i never really learned how to cook them right i guess i don't know | I wish someone taught me how to cook vegetables properly.,58,1
"Originally launched in 1936, the Queen Mary carried royalty, statesmen, and celebrities on its trans-Atlantic voyages. | The Queen Mary was a notorious pirate ship in 1936.",43,0
"A gilded Garuda, in his usual namaste pose, kneels on a pillar before the temple. | Garuda is the guardian of this temple.",30,1
There are even moonlight cruises for those who are romantically inclined. | Those who like romance can have moonlight cruises if they choose.,27,0
"The fundamental prerogative of governing is to control the actions of individuals, and this power is remarkably prone to misuse. | The fundamental prerogative of governing is to allow individuals to be themselves.",37,0
The basis for this guide is the belief that federal agencies could benefit from examples set by a few leading organizations whose CIO organizations have gained a reputation for outstanding information management in their enterprises. | There are no basis for this guide on managing information. ,50,0
"Honest stone and metal could survive, but the work of magic was no longer safe. | The stone and metal had no need to worry.",29,0
well anyway i guess that's about all i got to say about the uh the weather | That's all I have to say about the weather.,32,0
The purpose of the Software Engineering Institute (SEI) is to improve the practice of software engineering. | The Software Engineering Institute helps people build apps and websites.,33,1
i mean one day it was like sixty below zero | Once it was around -60 degrees.,21,0
The ethics cops who patrol newspaper and magazine newsrooms can't control the rumors and unsubstantiated stories that people post to the Web. | There are other people who can control unsubstantiated rumors on the internet.,45,1
But why should he shield her? | Why is nailing her to the cross?,18,0
"Their former parade ground, the vast Champ de Mars, is now a green park stretching all the way to the Tour Eiffel. | Their parade ground, the diminutive Champ de Mars, remains a barren and dusty tract of land.",46,0
And clearly consumer companies are constantly in search of such arrangements. | These kinds of business friendly deals are well liked by consumer companies.,27,1
We reported that the acquisition strategy was risky and that the program was | The strategy called for kidnapping the manager and holding him for ransom.,28,1
yeah well i have um i have a cat that i've had for about eight or nine years | I have never owned a cat and don't want one.,35,0
"Chandra Mahal, directly south of the observatory, is the Citys Palace, with seven mystically planned courtyards and stories. | Chandra Mahal is somewhat south of the observatory.",37,1
"now the one thing i did approve of there was that we didn't have to be unanimous because it was a civil case | I agree that in a civil case, we didn't need to reach a unanimous decision.",46,0
"If Madrid played any role in these pivotal events, no record of it remains. | If Madrid was involved in the event, there is no record of it.",33,0
"Thus, rural (and highway contract) routes serve slightly less than 25 percent of total residential delivery points; this is the same as the percentage of the population living in rural areas. | Over 50 percent of the population lives in rural areas.",53,0
"Yet as he chatted amiably with the partners, something wasn't quite right. | Something wasn't quite right as he chatted with the partners, so he stopped talking to them because he was suspicious. ",44,1
"It is remarkable that a Court that has so studiously avoided deciding whether Congress could entirely eliminate federal jurisdiction over certain matters, see, e.g., Webster v. | The court quickly made a decision on whether Congress can eliminate a jurisdiction.",49,0
Counter-Reformation | Against change.,9,0
Schippers himself told a quick series of obvious whoppers during that same impeachment hearing opening statement. | Schippers was worried about revealing some unsavory political details that would implicate him during the impeachment hearing.,44,1
and Silence of the Lambs i'm i'm intrigued by it but i'm not sure i want to go see it yet | I have heard about the movie but I do not know if it would scare me.,47,1
"If content did continue as a rate-setting factor, it would probably take a different form from what now exists. | If content did continue as a rate-setting factor, it would probably take a similar form from what now exists.",48,0
Arons and her office-mate - Stephanie Schwartz - make something of a political odd couple at Legal Aid. | Arons and Schwartz stirred up a lot of political gossip at Legal Aid. ,40,1
"This joint effort contributed to a significant decline in the reported towing industry fatality  from 91 per 100,000 industry employees in 1990 to 27 per 100,000 in 1995. | The decline in towing industry fatalities was helped by this joint effort. ",72,0
"you know they just make it look so easy but i know it i'm smart enough to know that it's not quite that easy | They make it look easy, but I know it's not.",44,0
"Second-hand bookshops, commonly known as bouquinistes, line the quays of the Seine, especially between Pont St-Michel and Pont des Arts. | Passionate readers love to go to these bookshops in the weekend and they also buy a book.",54,1
"Theologos was the Ottoman capital of Thasos, and has many preserved mansions. | The mansions in Theologos are worth millions of dollars today.",31,1
"In other cases, attachments or additional materials, such as studies or journal articles, could not be submitted electronically; commenters had to submit those materials separately (in duplicate) to the appropriate docket office. | All materials can be submitted online.  ",50,0
"The field of Kermario has a dolmen (chamber built of flat slabs on pillars) and 1,029 menhirs in 10 rows. | Kermario is the site of the tombs of many of the region's ancient rulers.",54,1
yes right well i've always had big dogs before never had a little dog before and | I prefer to have dogs that are on the larger side.,32,1
We also find that the burden decreases as the percentage of non-delivered mail increases. | As the percentage on non-delivered mail increases the burden decreases.,32,0
(You can also take the funicular railway up from the Rue Tardieu; metro tickets are valid. ) | The ride lasts approximately 22 minutes.,33,1
yeah um i'm not i'm not so sure that overseas help helping overseas would be such a hot idea for some for uh a lot of young kids people | Kids helping overseas is not a good idea.,44,0
"Why not have a kid out of wedlock, collect your $230 a month in stamps, live with your mom and worry about going to work later? | Aid stamps provide you with $230 a month. ",48,0
"87 ""I guess we'd better get on the track of Boris. | Boris is a place to go to when exhausted.",28,1
"Saving now is vital because expanding the nation's productive capacity through national saving and investment is a long-term process. | Saving now is vital, as it expands the nation's productive capacity through national saving and investment and this is a long-term process.",54,0
"Let the taxi driver worry about that, while you admire the magnificent scenery changing from lowland mangrove, bamboo, and palms, to denser rainforest of lush greenery and, as the heat drops away to the more comfortable mountain air, montane oaks and laurels familiar to temperate climates. | Let the cab driver worry about everything else while you take in the scenery.",71,1
Reducing future benefits obviously reduces future spending for Social Security retirement benefits and stems government dissaving. | Reducing future benefits will increase the retirement age.,29,1
"For example, a product composed of 25 parts, where each part is produced on a manufacturing process with a Cpk of 0.67, has a 95. | A product is composed of 25 parts; all parts are equally important.",56,1
well my wife and i we first we were in Barcelona and we bought like we found this really great cafe that it was like a delicatessen | We went to Barcelona for vacation.,38,1
"uh you know being uh i mean by the time you get off work go by and pick up the uh baby from the baby sitter it's you know after six and by the time everything is settled in it's ten o'clock before i can catch up on anything | By the time you get off work and pick the baby up, it's after 6pm and then I just grab fast food instead of waste time cooking.",90,1
"Increasing numbers of visitors and office-workers have given rise to more and more shops, cinemas, hotels, and restaurants. | Visitors have led to the growth of the area.",36,1
that's incredible oh oh there's there's one thing i've got to ask you about the the dump Quayle movement i find that interesting | I have a very uninteresting question about the dump Quayle movement.,47,0
"They're just talking, | They're doing a lot more than talking ",18,0
He does not recognize quid pro quo politics. | He isn't a fan of politics in general.,22,1
"Reims ' a center of production of the wine of kings ' is also home to the cathedral where kings of France were crowned from the Middle Ages to the early 19th century. | In the past, kings of France were crowned in Reims.",52,0
but uh but they don't require a lot if the only the problem that i've seen in the past is like when you've got uh if you've got natural gas and heat of course you don't in the east i suppose you don't have a lot of natural gas heat but if you don't have your y our heat adjusted your gas adjusted right then you can get some stains you know on the ceilings and you know ceiling ceiling | The stains on the ceilings are caused by natural gas and heat.,109,1
"by themselves well you know people  just kind of given the money it's kind of depressing sometimes i think | I have plenty of money, but my family used to struggle financially.",38,1
i mean it's it's gotten worse i graduated about two years ago and even in the past two years it's gotten i mean it's just increased the the crime and the the drugs and the violence and everything have just crime increased enormously | The crime has increased because the population has grown so much. ,66,1
"That gives us very little time very little time indeed."" | That leaves us no time at all.",21,0
such that you know lots of people got involved that way | Knowing all those people will definitely get you a lot of useful connections.,27,1
Many beaches also have water rides in which you sit on or in a rubber shape and are pulled along behind a speed boat. | Lots of beaches have rides where you can be pulled on something behind a speed boat. ,45,0
Starr might like to believe Willey--and Willey's story was bolstered more than undermined by the testimony at last week's trial. | Willey's testimony is making Starr believe him more than ever.,47,1
The largest cave is called the Cathedral because of its size and scale. | The biggest cave is dubbed the Cathedral due to its size and scale.,30,0
"It has mercifully escaped urban renewal, although a new housing project does loom at its far west end. | The new housing project will ruin the area",32,1
"They also have their own language, Ibicenco, a dialect related to the mallorqu?­ (Majorcan) branch of the Catalan language, though Castilian is spoken as well. | Castilian is a language that is also spoken, but they have their personal language, Ibicenco.",62,0
um some some later proof sets because they have a slight error in them are are worth hundreds of dollars you know and and the coins themselves aren't worth very much at all face value basically | Some of the sets are worth a lot of money because of the errors they contain.,57,0
"Inside the temple is a small birthing chamber or mammisi, where carved reliefs depict Isis holding her new-born son Horus. | There are no carvings inside of the temple. ",38,0
see i think that's great but they also said on this um news story that that people can sell it to one another | People selling to one another will only benefit the product. ,39,1
privacy right | Privacy is a right.,9,1
"yeah and i i think that we learned from that and i think it it's one of those things that you learn the hard way it was a tragic mistake the way that they have been treated over the years and i believe that's just now turning around | They were treated fine, and things are getting worse now.",66,0
Was it a lack of patients? | Did the hospital close because there wasn't enough patients to keep it running? ,26,1
"uh so all you can do is sell them as pet quality | Pet quality is pretty bad, because they scammed you.",25,1
"Expansion continued under his successors, but it was during the reign of his great grandson, S??leyman, that the Ottoman Empire reached its greatest and most celebrated heights. | After the death of Suleyman, the Ottoman Empire went into terminal decline.",52,1
valet with baseball tickets and we ended up with them right and so we were walking up and i looked at my husband and i said you know what Kyle | Kyle was angry and did not want to speak to my husband.,45,1
Zhou Enlai also taught here. | Zhou Enlai taught here as well as there.,19,1
"Upstairs, a large gallery was reserved for the women of the congregation. | Women were strictly forbidden from the upstairs area.",25,0
"They're better off changing the subject to marriage, where they hold a clear advantage. | They should talk about neurolinguistics of which they know nothing.",34,0
For a long time they were a stumbling-block to me until I remembered a very significant fact: that she and Alfred Inglethorp were cousins.  | I recollected that she and Alfred Inglethorp are not related.,49,0
but uh i have in times past gotten into a bit of trouble with credit cards it's just you know too easy to do | I don't have any credit cards,36,0
"A year later, France was once again at war with Germany. | The reason for war was political beliefs.",23,1
"Spot enforcement, well-publicized with blue flashing lights, is what maintains speed limits on the highway. | The best way to slow people down is to put cops on the rode.",39,1
Let me present Monsieur Kramenin. | The presenter is at an award ceremony for Monsieur Kramenin.,21,1
you know like i bring her i bought her a blanket and i had this girl hand crocheted her a lap blanket you know because she sits in a wheel chair but she can walk they just sit them in wheel chairs and i told her uh i came up there the following week and it was gone i said where is it she said in the washer i said i tell you what when i come back it better be here because they went to the washer we didn't find it i said you all better find it | I brought a blanket to her in the nursing home.,115,1
"He ran his hand through his hair as Ca'daan's uncle had done. | Just like Ca'daan's uncle did, the man combed his hand through his hair. ",39,0
"If the mandate does not specify a committee, GAO will work with the committees of jurisdiction (majority and minority) as set forth in Senate and House rules and any other committees and/or Members identified by the committees of jurisdiction. | This is the best approach.",53,1
"He had discovered that the sky material resisted any sudden stroke, but that other matter could be interpenetrated into it, as the stars were. | He had experimented by giving the sky material sudden strokes.",42,1
I'm not hanging around here and getting disintegratored. | I'd get disintegratored by that huge gun and I'm not staying around for that.,38,1
yeah you're right i do too i think they start out young like in uh Girl Scouts and Boy Scouts doing stuff | The Boy Scouts are a slightly stronger organization but both are good in my opinion.,42,1
Renowned Mallorcan glassware has been manufactured on the island since the 14th century. | The glassware was made on the island.,30,0
yeah that's pretty interesting because just just because you know a subject matter doesn't mean you can teach it | This subject was too difficult to teach. ,34,1
"20 Rather than viewing service area reconfiguration as a punitive measure against under-performing programs currently receiving federal funds, LSC instead considers statewide reconfiguration to be one of several tools to ensure that federal dollars are being spent in the most efficient, cost-effective manner possible, in a way that will result in the best service to the most low-income clients. | Statewide reconfiguration is not considered to be a tool to save federal dollars by LSC.",93,0
"Either way, you've got a legitimate gripe. | You will have a gripe whether you go or stay.",24,1
A staff member is engaged full-time in launching this effort. | There is a staff member working full-time get this effort launched.,29,0
"'Ah,' said the real me. | 'Go away,' said the real me.",19,0
"Instead of buying a motorcycle or taking up bungee-jumping, the graying Clinton paired off with a 21-year-old to affirm his youth and virility. | The aging Clinton went with a 21 year old instead of other actions such as the purchase of a motorcycle or trying bungee-jumping.",68,0
"In a league where head coaches delegate everything to assistants, Parcells makes a policy of trying to talk to every player every day. | Parcells refuses to talk to any of his players every day.",41,0
They play something much rarer in the NBA these  team basketball. | Team basketball is hard to come across.,23,0
"When I asked him to explain the moral distinction between boxing and ultimate fighting, he exploded at me, If you can't see the moral distinction, then we have nothing to talk about! | I asked him about the moral similarities of boxing and ultimate fighting, and he gladly explained them to me.",61,0
The Minoans were ruled by a priest-king who presided over both religious and economic affairs. | A priest-king was in charge of Minoan religious and economic dealings.,36,0
The introductory essay argues that war has been the central influence and organizing principle of the 20 th century. | An essay on human insanity.,30,0
"Pay a visit to the Casa Museu da Taipa, and you'll be able to get a glimpse of how Macanese families lived in former days. | The way the Macanese families lived throughout history has been lost to the ages.",49,0
"The new ruler of Melaka, Sri Maharajah, switched his allegiance to the Muslim trading fraternity by marrying into the Muslim faith, wedding the daughter of a sultan in Sumatra. | Sri Maharajah was the new ruler of Madrid.",47,0
yeah well that's very smart yeah me too and good luck how many have you made so far calls | Have you made your quota of calls yet?,32,1
"If you walk east on the Star Ferry terminal concourse, you will find yourself on the wonderful Promenade, which begins at the clock tower, all that remains of the once grand Kowloon-Canton Railway Terminus. | A point of interest may be the wonderful Promenade, which begins at the lake and ends at the clock tower.",67,0
First let us get our accounting unit squared away. | We need to get our accounting squared.,20,0
they had the snow plows and the salt trucks and and uh they just you know they were equipped for it whereas here if you have a bad snow nobody's prepared to do anything about it you know the | We've been promised something will be done next winter if the snow gets bad.,61,1
yeah i i buy them every once in a while and and i bought one and it was you know blah | I never buy them.,28,0
i had uh let's see i've had fishing and uh i can't remember me and i think me and Dana had football yeah we did | Dana and I had football I believe.,41,0
Soon she's bopping in the door. | Soon she'll be entering with much enthusiasm.,22,0
"Careful what you wish for, Mayer cautions her fellow  You'll miss his clownish antics when he's gone. | It will be a long time before you will see him again.",40,1
"Vice President Gore offered an executive order that would ease export restrictions by 1) raising the export limit from 40 bits to 56 bits for at least the next two years (allowing U.S. companies to meet the current minimum commercial standard); 2) transferring export-license authority from a State Department military office, which almost always refuses applications, to the more friendly Commerce Department; 3) permitting export of encryption of unlimited strength, provided the technology incorporates key recovery . This is similar to key escrow, except there is no single key and the government holds nothing. | Export limits being raised from 40 to 46 bits over the course of the next 2 years was part of the relaxed export restrictions offered in Vice President Gore's executive order.",158,0
"Either physically or electronically, the mailer may be able to arrange all of his addresses in ZIP Code order. | The Mailer wants to keep everything in meticulous order. ",36,1
"Loughrigg, a low fell that gives spectacular views of both Windermere and Grasmere, is a short climb to the northwest. | Most of the visitors climb the Loughrigg to see the spectacular view of Windermere.",48,1
"Provence has been popular for centuries; the monuments of the Roman Empire still stand proudly in Orange, Arles, and N?®mes, as do the medieval strongholds in Les Baux and Avignon. | Provence has only been popular for centuries because of the land it offers.",57,1
"When she was little, she had a blue LED installed in her right eye for no particular reason. | She installed a light in her eye to see what would happened.",35,1
"We will be back tomorrow morn at sun up, said Jon. | Jon said they will be back tomorrow morning.",24,0
"that that would be interesting i i must admit i haven't been really enthusiastic about the Democratic entrants in the last couple of run throughs | I have been really enthusiastic about the Democratic entrants in the last couple of run throughts, but now not so much.",54,0
but i've never tried any dandelions just to eat | I haven't tried dandelion when I was hungry.,26,0
hard for me because you know it's like you grow up to be twenty years old and it's always the same man and then suddenly he sees that he's getting old | You never grow up.,44,0
"Our work has shown, however, that the top leadership of each federal agency needs to meld These various reforms into a coherent, unified effort. | Leadership with make a unified effort thanks to our work.",41,1
One of those students would suffer unjustly. | The students had only justice.,16,0
so you're still suffering then | You are still suffering.,14,1
SUBMITTING TEST TYPE VALID DATA N LC50 CV% N LC50 CV% N LC50 CV% | Data that is valid,30,0
well i i uh just in my lifetime i know that the role of women has changed drastically also my mother when she began having her family she quit her job and stayed home until | Women's roles have changed because of the economy.,48,1
"The two legs contain offices, while the roof houses conference rooms and exhibition space. | The legs and the roof house spaces for the same events.",30,1
The three art galleries contain one of the most comprehensive collections of British and French 18th- and 19th-century art in the United States. | The galleries are free to visit.,42,1
"This was accomplished primarily through attendance at technical conferences and specialized courses on topics such as the security features of new software, as well as networking with other security professionals and reviewing the latest technical literature and bulletins. | The attendance was perfect, nobody missed the conference.",52,1
"'All right,' I nodded, starting to walk away. | I nodded and left the place walking.",22,0
oh yes animals have a way of talking | Animals tell us exactly what is on their mind with their voices.,23,1
 Eating Out | Food,5,0
"What this means is that the revenue from any new taxes on pollution could be used to reduce other taxes, such as Social Security contributions or the income tax (but not, of course, the capital-gains tax). | Social Security contributions or the sales tax could be reduced by a new tax on pollution.",62,0
"Given that nearly all radiotelephone companies have less than 1,500 employees, the FCC concludes that all of the 1,479 licenses for these blocks will be awarded to small businesses. | Since most radiotelephone companies have less than 1,500 male workers, the FCC just went ahead and awarded licenses only to small businesses.",74,1
"If you head inland to the less populous centre of the island, you'll find hamlets consisting of little more than a whitewashed church, a general store, and a bar. | Most of the inland hamlets are entirely deserted.",49,1
how does she get to work | I don't know how she got to work.,19,0
Headlines are supposed to emphasize the positive. | Headlines should always highlight the positive.,18,0
"23 Competitors understand clearly that 15-ounce pieces of saturation mail can be carried privately for less than Standard-A rates, while 4-ounce pieces cannot. | Four ounce pieces of mail include most letters and post cards.",49,1
"According to the Enquirer , John Clark, who has been married to Redgrave for more than 30 years, fathered a child eight years ago by his personal assistant. | John Clark was only married to Redgrave for 3 years. ",52,0
"At 934 m (3,064 ft), Lantau Peak is high enough to attract the occasional rain cloud refreshingly cool breezes blow on most hot summer days. | Lantau Peak is found in a hot region.",49,1
"It finally reopened, after a decade-long and extravagantly budgeted restoration, in 1999. | After a decade-long and extravagantly budgeted restoration, it finally reopened in 1999.",45,0
Guohua Li disagreed with DiClemente that the efficacy of brief intervention in emergency settings had been established. | There was disagree over how helpful getting involved in crisis settings was.,37,0
"We are free of obligations, including the obligation to dress like everyone else. | We don't want to dress like everyone else because we are more fashionable.",33,1
This represents the current NIPA definition of investment used throughout this primer unless otherwise stated. | The definition currently used by NIPA is the most comprehensive and widely understood in this industry.,37,1
"EPA included small entities (from both government and business) in focus groups, public hearings, seminars, and meetings to develop this rule. | The EPA developed this rule in isolation, without external input.",41,0
"In carrying out our responsibilities to work with agencies, we have published and periodically updated GAO's PolicyandProceduresManual forGuidanceofFederalAgencies. | We published and updated the GAO's manual, making it 250 pages longer.",51,1
you know we've got people here that really you know need to be working and so that we had just you know it was this way we didn't have to layoff an active person and we'd just let you go and it took me about a year of arguing i said you know you've got to put this in writing to me and because until they put it in writing i couldn't get my insurance benefits and i couldn't get my uh termination benefits either | I was trying hard to find coverage from other sources.,111,1
to some extent if they would do something with some of those people but that seems to be a good way to get off for a lot of them too | That method will be able to rehabilitate them better into society.,44,1
Japanese karaoke bars have now become extremely popular with the locals. | Japanes karaoke bars are not popular with locals ,24,0
"Come here.""  He caught her and yanked a single hair out of her head. | He grabbed her and pulled out one of her hairs.",31,0
If they got their way the result for the poor Freedonian would not just be no sweatshop--it would be no job. | The jobs do not pay well.,35,1
Investment manager is defined by ERISA to include investment advisers registered under the Advisers Act. | The ERISA does not deal with the Advisers Act.,32,0
The latest health scare is hepatitis-infected school lunches . A batch of frozen strawberries distributed through the federal lunch program caused hepatitis-A liver infections in more than 160 students and teachers in Michigan. | Some school students died from the hepatitis epidemic.,52,1
"The 15th-century Palazzo da Schio (number 147) is also known as Ca'd'Oro, after the famous Venetian Gothic palace. | The Palazzo da Schio dates from the late 1440s.",53,1
It also reinforced the business managers' sense of ownership of their information assets. | It destroyed the manager's sense of ownership. ,28,0
Ca'daan saw his muscles rippling as the man stretched. | Ca'daan saw his muscles flexing.,23,0
and like i said  i don't really watch TV too much any more uh | I said I love watching TV.,26,0
The information had to include specific identification of the good or service. | The server's name or product bar code number was required.,28,1
"The stretch of Wilshire between La Brea and Fairfax avenues, known as the Mid-Wilshire district or Miracle Mile, is slowly being restored after years of neglect. | The area known as Mid-Wilshire district or Miracle Mile is under renovation after years of abandonment.",56,0
Some want to paint Democrats as soft on defense. | Democrats are sometimes seen as not good about defense.,22,0
Ever see anything like them? | This is the first time I am seeing anything like this.,20,1
"Yes, sir, but that's always bolted.  | They always needed to keep the door closed.",23,1
"Pollock added the notion that demonstrations of effectiveness in primary care settings, in the eyes of policymakers and payers, are not tantamount to demonstrating cost-effectiveness in emergency departments, underscoring the importance of research in that setting. | Effectiveness in primary care settings is tantamount to demonstrating cost-effectiveness.",62,1
from uh from uh one to a thousand | From 1 to 1000. ,21,0
"The town of Mashiko, to the north of Tokyo, is well worth a day's train excursion if you are interested in seeing how some of Japan's most celebrated pottery is made; the prices here are slightly better than back in Tokyo. | There are heavy taxes on pottery in Japan for foreigners.",64,1
Your hotel or the Tourist Information Ceter will have information on the Studio Park guided tour of the NHK soundstages. | You can find information on the Studio Park tours only by going on-site.,41,0
"With poverty and unemployment rising along with foreign debt, and Islamic fundamentalists spurning negotiation and resorting to violence, Hosny Mubarak, the nation's president since 1980, has enormous problems to solve. | There are many problems and very little time to fix them.",59,1
yeah um actually it turned out in our case um i know somebody who when they tried to defrost their car cracked their windshield um though occasionally it can be dethawed in our case we didn't um we didn't have the problem because my we keep my wife's car in the garage so her car didn't get iced over you know it wasn't um um it was a little bit cold in her car in the morning but it wasn't iced over so i just left my car out there for a couple of days and um within two or three days it was it was actually warm enough that everything melted um it was it was actually one of the most beautiful sights i've ever seen because everything looks you know if you can imagine just seeing everything coated in a nice clean sheet of ice and and and it looks really nice the whole whole place but um it got you know after the initial storm it got worse as things started to melt because um as things melted branches shifted and started to fall again so we're still cleaning up we actually left the last people got power i guess yesterday and we left the state of emergency last night or something at like midnight so it's it's it's not fun | You need to take a lot of cautions while trying to defrost your car.,265,0
"Following the conclusion of negotiations of the Agreement, the FCC revised its proposed rule and published a Further Notice of Proposed Rulemaking on July 29, 1997. | The proposed rule was amended.",44,1
"In fact, if I understand the rules, a $17 billion foundation will have to give away roughly $170 million per quarter and, in today's market and economy, ought to have considerably more than that to spend, even after hedging against inflation. | A foundation worth $170 billion dollars is doing everything in the right way. ",74,1
"(believed to bring good luck for the coming year, having burned away the transgressions from the previous one). | Bad luck comes from continuing to sin.  ",34,1
"However, little evidence remains of that era some ceramics in the museum, a few fortifications, a network of irrigation ditches. | The ceramics in the museum are worth millions.",35,1
"Down below, there was the carriage containing White's men... ...And there were two others on the outside with us, attacking the carriage at its joints. | A carriage had White's men in it.",44,0
"You can always visit independently, but the venue, situated in the suburb of Marianao, is tricky to find, and you might arrive only to find no tickets remaining. | The venue in the suburb of Marianao is hard to find.",49,0
"they gave add it on on to tires and gasoline cigarettes liquor and it doesn't bother me any because i've quit drinking and i quit smoking so that doesn't bother me but i don't think it's fair it's it's too um |  They added it to tires, gas, cigarettes, and liquor. I don't care too much because I don't smoke or drink, but it doesn't seem too fair. ",97,0
It is estimated that in the year 2000 they will receive approximately $11. | It is estimated that they will receive $1 million in 2000.,39,0
"Instead of the notice and comment procedures in the Administrative Procedure Act, the EPA promulgated this rule using the procedures, which have similar notice and comment requirements, contained in section 307(d) of the Clean Air Act, as amended. | The EPA has to follow all of the Administrative Procedure Act requirements.",64,0
"Jews have been a permanent feature of Roman life for over 2,500 years but were forced into a ghetto in the 16th century. | The Jewish people lived in a awful ghetto in the 16th century.",50,1
and so we you know and it was prime time it was what seven thirty eight o'clock on a week night and no we have cable and there wasn't anything on any channel and and the stuff that was on the prime the networks you know ABC NBC CBS | There were zero programs to watch on any of the channels.,67,0
A main point of this paper is that generalizability | Generalizability is discussed in the paper at length.,22,1
the Sherman facility we are still in the closer to but still have a little bit of um finalization to do right it's been pitched to the Sherman uh City Council with uh open arms as well as the public we had open forum and and uh | The Sherman City Council does not look favorably on the facility because of public concerns.,68,1
I don't think you get to lecture on trust.' | Tell me about trust.,19,0
"Try going through Mr. Inglethorp's room, sir, cried Dorcas.  | Mr. Inglethorp's room was part of a hotel where Dorcas worked.",41,1
"However, until that happens, other systems will have to pick up what falls through the cracks. | Other systems need to compensate because of the failure of this one system - until that happens. ",40,1
uh steel one for metals | The metals go in the plastic one.,15,0
One notable feature is the contemporary art featured in public areas and bedrooms. | It has contemporary art in the public area that was purchased for $50million.,33,1
uh start forcing attitudes and whatnot you know there's not a lot of pressure to to vote the right way or anything else around TI like there like there is in some companies or at least you know from what i've heard but uh | Most companies have a forced attitude on its workers.,60,1
and i see that as being i i see that as being a a a change um it for the positive kind of along the same line as as as the mandatory thing it's just thing a part of everyone's consciousness | I think it is very negative since it has nothing to do with someone's consciousness. ,66,0
The hope is that young people will come to understand that we can maintain the freedoms that are rooted in our nation's very soul while ensuring the safety of our citizens. | Young people need to understand that freedom and safety can be maintained through strict regulation. ,53,1
"A complete circuit would also include the National Theater, and the National Museum of Modern Art. | The National Theater and the National Museum of Modern Art would also be included in a complete circuit.",39,0
"Well, said Tommy, picking up the Daily Mail again, ""DO it. | Well, Tommy said, grabbing the Daily Mail again.",29,0
"The benefits of managed care are unremarkable and undramatic (lower premiums, more preventive care). | The benefits of managed care are lower premiums, more preventative care and mental health care.",40,1
You played a semantic game. | You toyed around with semantics.,15,0
"One of the boys, the smallest, smiled at Susan. | Susan saw a frown on the boy's face.",25,0
"Furthermore, individuals and businesses subject to social insurance taxes are subject to them as a byproduct of their decision to enter covered employment or engage in a covered business, so especially for the major, broad-based social insurance programs--Social Security, Medicare (hospital insurance), and unemployment | As byproducts, individuals and businesses subject to social insurance taxes are subject  to their decision to enter covered employment.  ",80,0
Caution is warranted before committing the anticipated surpluses to permanent changes on either the revenue or spending side. | Caution is not warranted before committing the anticipated surpluses to permanent changes on either the revenue or spending side.,41,0
yeah that really is and i didn't think that i was going to enjoy that uh just from what people had told me about it and and i thought well it's not going to be that good but i i really did enjoy that | Most of the people I talked to said it was really bad.,63,1
"Authorization for this rulemaking is contained in sections 4(i) and (j), 9, and 303(r) of the Communications Act of 1934, as amended, 47 U.S.C. | Authorizing the rulemaking is covered in the Communications Act.",66,0
"And yet, toward the end of this book, just when I was about to file Huntington in the Pat Buchanan section of my brain, he underwent a miraculous transformation. | Huffington can now be trusted with reporting news.  ",45,1
Gone to London again? | Gone on another adventure to London?,14,0
"However, the centralized kingdom failed to incorporate the Balearics politically or economically. | The Balearics were not included.",26,0
"The island's capital, with almost 3 million inhabitants, is one of the most intoxicating cities in the world. | There are 5 million inhabitants in the island's capital.",39,0
The c over story rehashes the conventional wisdom about Bill Bradley. | Bill Bradley had a cover story written about his discovery of the moon. ,30,0
The first is that CBS's spiking of the interview turned Wigand into an even bigger story than he would have been otherwise. | CBS did not have an interview on Wigand.,39,0
um it just happens they built a shopping center next to it  but um they put up a nice fence so we still have a lot of privacy | They've built a shopping center next to it which is going to cause privacy issues. ,50,0
now we went to see the Jagged Edge and that yeah so it's it seems like you know that kind of the thriller suspense and not not real um | I haven't watched anything suspenseful or thrilling recently.,46,0
so i'm getting kind of convinced that if something doesn't grow naturally here there's no sense in planting it because eventually you're going to lose it | Im convinced that if something doesn't grow naturally here then you just have to keep trying because it will grow eventually.,60,0
"But he was, to some degree, an equal opportunity  He also halted Serbian efforts to settle Kosovo. | To some degree, he was an equal opportunist or possibly more of a double-crosser by halting Serbian efforts to settle Kosovo.",50,1
"that kind of that kind of put you out on a limb a little bit i guess | I guess that put you out on a limb, but I am not sure.",35,1
'You really don't speak Russian?' | I asked if she spoke Spanish.,18,0
"The first bad  On July 10, Hong Kong's new Chinese-run government said textbooks must remain neutral in their descriptions of the Tiananmen Square massacre. | The Chinese-run government wanted to downplay the government's hand in causing the massacre.",56,1
"These costs will be borne by manufacturers ($78 to $91 million in one-time costs and $2 million in annual costs), retail establishments ($96 million in one-time costs and $78 million in annual costs), FDA ($3 to $5 million in enforcement costs per year) and State governments ($25 to $50 million per year in administering various SAMHSA enforcement programs). | The costs consist mostly of donuts for coworkers in the office.",96,1
i mean yeah yeah i went there looking at a used car and two days later i bought this car i i felt i felt like | I got this car after looking for a used card.,39,0
