prompt,prompt_len,target
"Thompson ordered Moore to remove the monument within 30 days , but stayed that order pending Moore 's appeal to the 11th U.S. Circuit Court of Appeals . | On Dec. 19 , he gave Moore 15 days to remove it , but a week later stayed his order pending Moore 's appeal to the 11th U.S. Circuit Court of Appeals .",84,1
"Hampton Township is just northeast of Bay City and about 100 miles from Bloomfield Township . | Hampton Township is located a few kilometers northeast of Bay City , near Michigan 's Thumb .",39,0
""" They were brutally beaten , and it 's really a wonder that Porchia is the only deceased in this case . "" | "" It 's a wonder that Porchia was the only deceased in this case , "" Sax added .",48,0
"A $ 500 million natural-gas-fired power plant , for example , could replace up to $ 100 million in boilers yearly without adding new smog controls . | A $ 500 million coal-fired power plant , for example , could replace $ 100 million in equipment yearly without adding new pollution controls .",72,1
""" We need to change old habits and seriously rethink business-as-usual . "" | He urged employees to "" avoid complacency "" and to "" change old habits and seriously rethink business-as-usual . """,43,0
And they think the protein probably is involved in the spread of other forms of cancer . | They researchers say the research could be relevant to other forms of cancer .,33,0
Inflation-index bonds are carrying an interest rate of 4.66 percent . | The interest rate on Series EE savings bonds for May through October is 2.66 percent .,39,0
Legal experts said the case may mark the first time a parent has been convicted of contributing to a child 's suicide . | Experts said the case marks one of the first times in which a parent was charged with contributing to a child 's suicide .,51,1
"Nick Markakis , a left-hander from Young Harris Junior College in Georgia , went to the Orioles with the seventh pick . | Next , Baltimore took Nick Markakis , a left-handed pitcher and outfielder from Young Harris Junior College in Georgia .",51,1
"Standing with reporters and photographers about 150 yards from the prison gates was Brent Newbury , president of the Rockland County Patrolmen 's Benevolent Association . | "" The whole thing is a travesty , "" fumed Brent Newbury , president of the Rockland County Patrolmen 's Benevolent Association .",63,0
"Abbas told the summit he would end the "" armed intefadeh , "" renounced "" terrorism against the Israelis wherever they might be "" and alluded to the disarming of militants . | At Wednesday 's summit , Abbas pledged to end the "" armed intefadeh , "" renounced "" terrorism against the Israelis wherever they might be "" and alluded to the disarming of militants .",75,1
"The Standard & Poor 's 500 index rose 11.67 , or 1.2 percent , to 975.26 , having risen 3.3 percent last week . | The broader Standard & Poor 's 500 Index < .SPX > was up 9.05 points , or 0.94 percent , at 972.64 .",90,0
"Daniels said he doesn 't know what Bush will have to say about him at tonight 's $ 2,000-per-person presidential fund-raiser . | Daniels said he doesn 't know what Bush will say at tonight 's $ 2,000-per-person reception to raise funds for his presidential re-election bid .",76,1
"Eyewitnesses told how Sally , 62 , originally from Coatbridge , Lanarkshire , screamed as the escalator collapsed then sucked her in . | Mother-of-two Sally , originally from Coatbridge , Lanarkshire , had stepped on to the escalator when it collapsed .",61,0
"The technology-laced Nasdaq Composite Index < .IXIC > jumped 26 points , or 1.78 percent , to 1,516 . | The broad Standard & Poor 's 500 Index .SPX was up 8.79 points , or 0.96 percent , at 929.06 .",77,0
"Hurricane warnings were posted Friday along parts of the lower Texas coast as Tropical Storm Erika sped across the Gulf of Mexico and headed for landfall . | One month after Hurricane Claudette pounded Texas , hurricane warnings were posted Friday along parts of the coast as fast-moving Tropical Storm Erika churned across the gulf .",62,0
McKnight 's lawyers say there is no proof her cocaine use caused the child 's death . | McKnight 's lawyers said she had no intention of harming the child .,36,0
"During the same quarter last year , EDS declared a profit of $ 354 million , or 72 cents per share . | EDS reported a first-quarter loss of $ 126 million , or 26 cents per share .",52,0
"The FCC said existing televisions , VCRs , DVD players and related equipment would remain fully functional under the new broadcast flag system . | It also required that existing televisions , VCRs , DVD players and related equipment will remain fully functional under the new broadcast flag system .",53,1
"Investors were askingwhether other banks , some of which are still being audited , could be dealt with in the same way . | Other Japanese banks , some of which are still being audited , could face similar scrutiny .",43,0
"The technology-laced Nasdaq Composite Index < .IXIC > added 1.92 points , or 0.12 percent , at 1,647.94 . | The technology-laced Nasdaq Composite Index .IXIC dipped 0.08 of a point to 1,646 .",68,0
"Lucent 's stock shed 6 cents , or 2.7 percent , to close at $ 2.15 after heavy trading on the New York Stock Exchange on Friday . | Lucent 's stock was up a penny at $ 2.22 in heavy trading on the New York Stock Exchange on Friday afternoon .",69,0
"Joan B. Kroc , the billionaire widow of McDonald 's Corp. founder Ray Kroc , died Sunday after a brief bout with brain cancer . | Joan B. Kroc , the billionaire widow of McDonald 's founder Ray Kroc known for her philanthropy , died Sunday of brain cancer .",60,1
"The center 's president , Joseph Torsella , was struck on the head but was able to walk to an ambulance . | National Constitution Center President Joseph Torsella was hit in the head and knocked to his knees .",44,0
""" We believe that it is not necessary to have a divisive confirmation fight over a Supreme Court appointment . | "" We believe that it is not necessary to have a divisive confirmation fight , "" Daschle of South Dakota wrote the Republican president .",48,1
"The technology-laced Nasdaq Composite Index .IXIC inched down 1 point , or 0.11 percent , to 1,650 . | The broad Standard & Poor 's 500 Index .SPX inched up 3 points , or 0.32 percent , to 970 .",71,0
"On Wednesday , a man was shot near Kut as he tried to run over two marines at a checkpoint . | On Wednesday , the Marines shot an attacker near the town of Al-Kut as he tried to run over two Marines at a checkpoint .",50,1
Mr. Bush has credited the Dallas pastor with helping to inspire the idea of using federal dollars to fund faith-based programs . | He has credited Dr. Evans with helping to inspire the idea of federal financing for faith-based programs .,48,1
July Brent rose 31 cents to $ 28.39 per barrel on London 's International Petroleum Exchange . | Brent crude for July delivery fell 38 cents to $ 27.45 a barrel on London 's International Petroleum Exchange .,55,1
"But when no justice announced a retirement when the court 's term ended in June , it was seen as making those efforts moot . | But when neither Justice O 'Connor nor any other justice announced a retirement when the court 's term ended in June , it was widely seen as making those campaigns moot .",62,1
""" We must not engage in borough warfare , "" Thompson testified at a budget hearing by the City Council 's Finance Committee . | "" We must not engage in borough warfare , "" the Comptroller William Thompson told the Council , according to his written testimony .",51,1
"The American troops , who also defend the mayor 's compound , have been attacked on two separate occasions . | The American troops from 3-15 infantry , who also defend the compound of the Falluja mayor , have been attacked on two occasions .",52,1
"Duke and North Carolina have been resolute in their positions against expansion . | Two schools , Duke and North Carolina , have steadfastly opposed expansion .",29,1
""" Deviant cannibalistic tendencies "" were the primary motivation for the murders , and Brown 's body was mutilated , authorities said . | They were killed over a few days in April 2001 and "" deviant cannibalistic tendencies "" were the primary motivation for the murders , authorities said .",59,0
"PeopleSoft CEO Craig Conway has described Oracle 's $ 5.1 billion bid as "" atrociously bad behaviour from a company with a history of atrociously bad behaviour "" . | Conway called the move "" atrociously bad behaviour from a company with a history of atrociously bad behaviour . """,60,1
"Cross-dressing teens from Harvey Milk High School offered sex for money in Greenwich Village and then robbed the would-be johns by pretending to be cops , sources said last night . | Four Harvey Milk High School students who dressed as women were arrested yesterday for robbing men in the West Village - and pretending to be police officers , sources said .",69,1
""" People just love e-mail , and it really bothers them that spam is ruining such a good thing , "" said Deborah Fallows , the Pew researcher who wrote the report . | "" People just love e-mail , and it really bothers them that spam is ruining such a good thing , "" said Deborah Fallows , senior research fellow with the Pew project .",74,1
"A smaller number , 8 per cent , looked for higher profits through price increases . | Another 28 per cent cited stronger demand , while eight per cent intended to boost profits through price increases .",41,0
"Negotiators talked with the boy for more than an hour , and SWAT officers surrounded the classroom , Bragdon said . | Officers talked with the boy for about an hour and a half , Bragdon said .",42,0
"Associated Press Writer Curt Anderson at the Justice Department in Washington , D.C. , contributed to this story . | Associated Press Writer Jay Reeves in Birmingham , Ala . , contributed to this story .",40,0
"Mr Martin said the company is "" cautiously optimistic regarding some improvement in sales and operating performance trends in the second half of 2003 "" . | We are cautiously optimistic regarding some improvement in sales and operating performance trends in the second half of 2003 . """,57,1
"SARS , the deadly respiratory disease first detected in China last November , gave the agency its first real test of a new state-of-the-art emergency operations center . | And SARS , the deadly respiratory disease first detected in China last November , tested the agency 's new state-of-the-art emergency operations center .",67,1
"Imam Samudra , 32 , is accused of being the "" field commander "" of the October 12 attacks that killed 202 people , mostly tourists . | Imam Samudra is charged with playing a key role in the planning and execution of the Oct. 12 attacks , that killed 202 people , mostly foreign tourists .",73,1
"If Poland , Spain and Germany were prepared to make concessions in Brussels , the basis for a deal could be found . | "" Poland , Spain and Germany , were ready to talk about a deal , "" he said .",44,0
"The S3C2440 CPU supports major operating systems including Microsoft Windows CE / Pocket PC , Palm OS , Symbian , and Linux . | It supports the Windows CE , Palm , Symbian , and Linux operating systems .",48,1
"With the exception of dancing , physical activity did not decrease the risk . | Dancing was the only physical activity associated with a lower risk of dementia .",30,1
"Fatalities in rollover crashes accounted for 82 percent of the increase in 2002 , NHTSA said . | Alcohol-related fatalities accounted for 41 percent of the total number of deaths .",44,0
New legit download service launches with PC users in mind . | BuyMusic is the first subscription-free paid download music service for PC users .,29,0
Viacom 's lawyers say Spike is a common name that does not necessarily prompt thoughts of Lee . | Viacom 's lawyers say Spike is a common name that doesn 't necessarily prompt thoughts of the 46-year-old film director .,52,1
"They worry the treatment could leave their son sterile , blind or even dead . | They fear the treatment would stunt the boy 's growth and leave him sterile .",33,0
""" If the voluntary reliability standards were complied with , we wouldn 't have had a problem . "" | "" If the voluntary reliability standards had been complied with , we wouldn 't have had a problem , "" Mr. Dhaliwal said .",50,1
"The researchers at Imperial College London had previously shown that the hormone could suppress the appetites of lean people . | Bloom and his colleagues had previously shown that the hormone , PYY3-36 , could curb the appetites of lean people .",48,1
"The department told airlines "" the threat level to UK civil aviation interests in Kenya has increased to imminent . | Britain 's Department for Transport said ' ' the threat level to UK civil aviation interests in Kenya has increased to imminent , ' ' and suspended flights after 6 p.m. EDT .",60,0
"Less than 20 percent of Boise 's sales would come from making lumber and paper after the OfficeMax purchase is completed . | Less than 20 percent of Boise 's sales would come from making lumber and paper after the OfficeMax purchase is complete , assuming those businesses aren 't sold .",62,0
"A new variant of Blaster also appeared Wednesday and seemed to be spreading , according to antivirus companies . | The new variation of Blaster was identified Wednesday , according to antivirus company Sophos .",37,0
"The rioters shot one person in the shoulder and beat and stabbed others , police said . | On Tuesday night rioters shot one person in the shoulder and beat or stabbed others .",37,1
"Southwest 's net income amounted to $ 246 million , or 30 cents per share . | With the government grant added in , the airline earned $ 246 million , or 30 cents a share .",49,0
"The affidavit said British customs officials stopped al-Amoudi at Heathrow Airport last month when he was attempting to travel to Damascus , Syria . | The affidavit says al-Amoudi was detained Aug. 16 attempting to travel from London to Damascus , Syria .",55,1
"But right now it looks manageable , "" Gehman told reporters . | Right now it looks to me like it 's going to be manageable , "" he said .",34,1
"Since last April , scientists have learned how acrylamide is formed . | Scientists are working to determine how exactly how acrylamide is formed in food .",30,1
"Roberson was bitten on the back and scratched on the leg , according to her mother , Shamika Woumnm of Dorchester . | She was bitten on the back and scratched on the leg , her mother said .",45,1
""" What they have done is a thinly veiled attempt to do an end run around the Constitution , "" she said . | The church 's lawyer , Shirley Phelps-Roper , was clear : "" What they have done is a thinly veiled attempt to do an end run around the constitution , "" she said .",63,1
"Regardless , its first quarter saw a profit of $ 721 million , or 29 cents , on revenue of $ 17.9 billion . | Analysts expected earnings of 27 cents a share on revenue of $ 17.7 billion , Thomson First Call says .",61,0
Finance Minister Masajuro Shiokawa said the yen has strengthened too much but declined to comment on whether Japan had intervened . | Japan 's Finance Minister Masajuro Shiokawa said the yen had strengthened too much but declined to comment on whether Japan had intervened in the market to stem the yen 's rise .,65,1
""" I make no apologies for the fact that the negotiations have been undertaken largely in secret , "" Mr Truss said . | Mr Truss said he made "" no apologies "" the negotiations had been undertaken in secret .",42,1
"The Standard & Poor 's 500 Index slipped 3.14 points , or 0.29 percent , to 1,071.99 . | The Standard & Poor 's retail index < .RLX > was up more than 1.5 percent .",63,0
"The center 's president , Joseph Torsella , was struck on the head but was able to walk to an ambulance . | National Constitution Center President Joseph Torsella was hit in the head and knocked to his knees .",44,0
Southwest said it recently exercised remaining options for the delivery of nine Boeing 737-700s next year . | Boeing said yesterday that Southwest exercised options to purchase 15 737s for delivery next year .,49,1
"NEC is pitching its wireless gear and management software to a variety of industries , including health care and hospitality . | NEC 's pitching its wireless gear and management software to a variety of industries , including healthcare and hospitality , a company spokesman said .",49,1
Half of the women were given a daily dose of the drug and half took a placebo . | Half the women received a daily tablet of the combination oestrogen plus progestin while the rest were given a placebo .,44,1
Dowdell was transported to Boston Medical Center with nonlife-threatening injuries . | Both were taken to Boston Medical Center .,25,0
"And "" although the preconditions for recovery remain in place , "" it said the prospects for British exports were "" weaker than previously expected . "" | "" Although the preconditions for recovery remain in place , the prospect for external demand for UK output is weaker than previously expected . """,56,1
"Three such vigilante-style attacks forced the hacker organizer , who identified himself only as "" Eleonora67 , "" to extend the contest until 6 p.m. EDT Sunday . | Three such vigilante-style attacks forced the hacker organizer , who identified himself only as "" Eleonora [ 67 ] , "" to extend the contest until 3 p.m. Arizona time Sunday .",80,1
"Nine traffic deaths were blamed on the storm in North Carolina , Virginia , Maryland , Pennsylvania and Washington . | At least 36 deaths have been blamed on the storm , 20 of them in Virginia .",43,0
"Foam flaking off from all over the tank left dozens of pockmarks each flight on the thermal tiles that cover much of the shuttle , Turcotte said . | During the problem liftoffs , foam left dozens of pockmarks on the thermal tiles that cover much of the shuttle , Turcotte said .",63,0
"Andy Savage , who is representing Renee Britt , asked the jurors to "" give her a fair shake . | Andy Savage , who is representing Renee Britt , said she is undereducated and has some mental problems herself .",43,0
He reiterated Schroder 's statement last week that Berlin would consider sending peacekeepers to Iraq only if requested by an interim Iraqi government or the United Nations under a U.N. mandate . | German Chancellor Gerhard Schroeder said last week that Berlin will consider sending peacekeepers only if requested by an interim Iraqi government or the United Nations .,67,1
Iraqi doctors who treated former prisoner of war Jessica Lynch dismissed on Friday claims made in her biography that she was raped by her Iraqi captors . | Former prisoner of war Pfc. Jessica Lynch is winning admiration in her hometown all over again for the courage to reveal she was raped by her Iraqi captors .,63,0
"Passed in 1999 but never put into effect , the law would have made it illegal for bar and restaurant patrons to light up . | Passed in 1999 but never put into effect , the smoking law would have prevented bar and restaurant patrons from lighting up , but exempted private clubs from the regulation .",66,0
"General Huweirini , who has worked closely with the US , was wounded in the shooting on December 4 , US officials said . | Huweirini , who has worked closely with U.S. officials , was wounded in an attack Dec. 4 , the U.S. officials said .",64,1
"The federal and local governments remained largely shut down in the aftermath of Hurricane Isabel , as were schools , and much of the region 's transportation network was slowed . | In the aftermath of Hurricane Isabel , federal and local governments remained shut down , as did schools and many businesses .",56,0
"If achieved it would represent an increase of 10 per cent from the same quarter a year ago . | That would represent an increase of some 10 per cent from the year before , it added .",43,1
"Acting Police Chief Francisco Ortiz said the explosion was being treated as a criminal matter , but no possibility had been ruled out . | Acting New Haven Police Chief Francisco Ortiz said police were treating the explosion as a criminal matter .",44,0
"Limbaugh 's lawyer , Roy Black , has accused the Palm Beach State Attorney 's Office of having political motives for investigating whether the conservative radio commentator bought painkillers illegally . | Limbaugh 's attorney , Roy Black , has accused the State Attorney 's Office of having political motives for its investigation .",62,0
"Two brothers who were among seven Portland suspects accused of aiding terrorists have decided to plead guilty to conspiring to aid al-Qaida and the Taliban , officials said Wednesday . | Two brothers who were among seven people accused of aiding terrorists pleaded guilty yesterday to charges of conspiring to help Al Qaeda and the Taliban during the war in Afghanistan .",68,1
"Taher , acting against his attorney 's advice , became the fifth member of a group of six Yemeni-Americans to enter a plea agreement with the government in the case . | Taher , acting against his attorney 's advice , became the fifth member of the six to enter a plea agreement with the government .",65,1
"IBM stock rose $ 1.75 , to $ 84.50 , on the New York Stock Exchange . | IBM shares closed up $ 1.75 , or 2.11 percent , at $ 84.50 on the New York Stock Exchange .",62,1
"Aspen Technology 's shares dropped 74 cents , or 23 percent , to close at $ 2.48 on the Nasdaq . | In afternoon trading , Aspen 's shares were off 89 cents or more than 27 percent at $ 2.33 per share .",63,1
"Chechen officials working for the Moscow-backed government are a frequent target for rebels and tension is running high ahead of next Sunday 's presidential election in war-torn Chechnya . | Officials in Chechnya 's Moscow-backed government are a frequent target for rebels , and tension is running high ahead of Sunday 's presidential election in the war-ravaged region .",77,1
"Peter Lyman and Hal Varian of Berkeley 's School of Information Management and Systems say that information production has increased by 30 percent each year between 1999 and 2002 . | That task appealed to two masters of the megabyte , Peter Lyman and Hal Varian , professors at the University of California-Berkeley 's School of Information Management and Systems .",77,0
"The company has expanded into providing other services for buyers , including payment services . | The company has expanded those basic services , offering payment and even financing .",31,1
"Peterson , 30 , was arrested in La Jolla April 18 after the two bodies were identified through DNA tests . | Peterson was arrested near Torrey Pines Golf Course in La Jolla on April 18 , the same the day the bodies were identified through DNA testing .",56,1
"Former Secretary of State Bill Jones has also expressed interest in the race but has not yet announced plans . | Former Secretary of State Bill Jones , another potential major candidate , had not divulged his plans Tuesday .",42,1
"Another brother , Ali Imron , was sentenced to life in prison after cooperating with investigators and showing remorse . | Another brother , Ali Imron , received a life sentence after he cooperated with the authorities and expressed remorse .",44,1
"More than 60 suspected cases have been reported in the United States , none of them fatal . | Sixty-five probable cases of SARS have been identified in the United States , along with 255 suspected cases .",46,0
"In Britain , temperatures threatened to top the 37.1 C ( 98.8 F ) all-time high . | Western and southwestern Germany were expected to see temperatures hit 38 C ( 100.4 F ) .",53,0
""" I started crying and yelling at him , ' What do you mean , what are you saying , why did you lie to me ? ' "" | Gulping for air , I started crying and yelling at him , ' What do you mean ?",50,0
"The blue-chip Dow Jones industrial average .DJI climbed 179.97 points , or 2.09 percent , to 8,781.35 , ending at its highest level since mid-January . | The blue-chip Dow Jones industrial average .DJI tacked on 97 points , or 1.14 percent , to 8,699 .",87,0
"Sirius carries National Public Radio , although it doesn 't include popular shows such as "" All Things Considered "" and "" Morning Edition . "" | Sirius recently began carrying National Public Radio , a deal pooh-poohed by XM because it doesn 't include popular shows like All Things Considered and Morning Edition .",61,0
"The euro soared to US $ 1.1914 in Asian trading , before slipping back slightly to US $ 1.1895 as trading opened in Europe . | The euro soared to $ 1.1914 in Asian trading , before slipping back to $ 1.1884 in late European trading , up from $ 1.1857 late Monday .",85,0
"Dunlap won both the swimsuit competition and the talent portion of the competition , singing "" If I Could . "" | She won the talent portion singing "" If I Could "" and also won in evening wear .",42,0
"The battles marked day four of a U.S. sweep to hunt down supporters of Saddam Hussein 's fallen regime . | Twenty-seven Iraqis were killed , pushing the number of opposition deaths to about 100 in a U.S. operation to hunt down supporters of Saddam Hussein 's fallen regime .",65,0
"Sony 's portfolio gives subscribers a variety of personalized services including the ability to download and experience images , ring tones , music videos and other music entertainment services . | Sony Music 's portfolio of products and services currently enable carriers to offer subscribers the ability to download images , ring tones , music videos and other entertainment services .",64,1
""" This will put a severe crimp in our reserves , "" O 'Keefe said Friday during a roundtable discussion with reporters at NASA headquarters . | "" This is going to put a severe crimp in our reserves , "" O 'Keefe said during a breakfast with reporters .",54,1
He is charged in three bombings in Atlanta _ including a blast at the 1996 Olympics _ along with the bombing in Alabama . | He is charged in three bombings in Atlanta including a blast at the 1996 Olympics and one in Alabama .,54,1
"Yesterday , this honor was given to Firefighter Thomas C. Brick , who died last Tuesday battling a fire in an Upper Manhattan warehouse . | They were there to honor Brick , who died Tuesday battling a four-alarm blaze in an upper Manhattan warehouse .",51,1
""" NASA 's organizational culture and structure had as much to do with this accident as the ( loose ) foam . "" | "" The NASA organizational culture had as much to do with this accident as the foam , "" the report said .",48,1
P & G officials later concluded that the better approach was to split up the contracts to avoid reliance on just one contractor . | P & G officials decided it would be wiser to split the contracts to avoid reliance on a sole contractor .,47,1
"Rescue and search operation had been going on since the tragedy happened on Thursday night , Manali Sub-Divisional Magistrate Raj Kumar Gautam told Times News Network . | Rescue and search operation was on to find them , Manali Sub-Divisional Magistrate Raj Kumar Gautam told Times News Network .",58,0
"Police arrested a "" potential suspect "" Monday in the case of a nine-year-old girl who turned up safe two days after being violently abducted from her home . | Police arrested a "" potential suspect "" Monday in the abduction of a 9-year-old who was found safe after two days , the police chief said .",67,1
"If the companies won 't , their drugs could be prescribed to Medicaid patients only with the state 's say-so . | If a company won 't do so , its drugs could be prescribed to Medicaid patients only with the state 's say-so .",54,1
"He was also accused of masterminding bombings that killed 22 people in Manila in December 2000 . | During interrogation , he admitted that he helped organise and carry out near-simultaneous bombings that killed 22 people in Manila in December 2000 .",60,0
"He has established a group to revise the constitution , possibly to protect private property . | He also left out any reference to amending the constitution to guarantee private property rights .",34,0
Total sales for the period declined 8.0 percent to $ 1.99 billion from a year earlier . | Wal-Mart said sales at stores open at least a year rose 4.6 percent from a year earlier .,49,0
"North American markets finished mixed in directionless trading Monday as earnings season begins to slow and economic indicators move into the spotlight . | North American markets grabbed early gains Monday morning , as earnings season begins to slow and economic indicators take the spotlight .",48,0
General Wesley Clark finally confirmed this week that he would seek the Democratic nomination to run against President George Bush in next year 's presidential elections . | Retired General Wesley Clark 's entry into the race for the Democratic presidential nomination will almost certainly strengthen anti-war forces determined to unseat US President George W Bush next year .,65,0
The transaction will expand Callebaut 's sales revenues from its consumer products business to 45 percent from 23 percent . | The transaction will expand Callebaut 's sales revenues from its consumer products business by around 45 percent to some one-third of total sales .,58,0
Republican officials said the advertising buy was proof that Democrats are panicking that they were losing their stature on Medicare . | Republican officials said the advertisements were proof that Democrats were panicking about losing their stature on Medicare .,43,1
"Billy Hodge , 11 , is engrossed with the Harry Potter series books . | Indeed , the Harry Potter series stands in a class by itself .",31,0
"As a result , Murphy sought to substitute Strier 's sister , Ethel Celnik , as the trustee . | Murphy said Strier 's sister , Ethel Celnik , was in the courtroom at the time , but Strier was not .",50,0
"Compared with the same quarter last year , Cisco earned $ 729 million , or 10 cents a share , on revenue of $ 4.82 billion . | Cisco reported earnings of $ 987 million , or 14 cents a share , on revenue of $ 4.62 billion for the quarter ending in April .",74,1
"The Nikkei average ended trading down 1.83 percent at 10,310.04 , a four-week low . | The Nikkei average .N225 was down 1.83 percent or 192.25 points at 10,310.04 , its lowest close since August 28 .",80,1
"Hill , 50 , would be the first person executed for killing an abortion doctor . | On Wednesday , Hill is scheduled to become the first person executed for murdering an abortion doctor .",38,1
""" High-tech scam artists who think they can hijack the Internet should think again , "" Ashcroft said . | "" High-tech scam artists who think they can hijack the Internet should think again , "" said Assistant Attorney General Michael Chertoff of the Criminal Division .",55,0
"The lawyer representing Torch Concepts , Rich Marsden did not respond to repeated phone calls . | Officials with Torch and JetBlue did not respond to repeated phone calls from the Mercury News seeking comment .",38,0
"The vulnerability affects Windows NT 4.0 , NT 4.0 Terminal Services Edition , XP and 2000 , as well as Windows Server 2003 . | Microsoft issued a patch for the vulnerability , which affects Windows NT 4.0 , Windows NT 4.0 Terminal Services Edition , Windows 2000 , Windows XP and Windows Server 2003 .",85,0
Anyone with information on Lopez can call O 'Shea at 561-688-4068 or Crime Stoppers at 800-458-8477 . | Anyone with information is asked to call Detective Kevin Umphrey at 688-4163 or Crime Stoppers at ( 800 ) 458-8477 .,86,0
"The Fourth of July Parade begins at 10 : 30 a.m. on Redwood Road , above the Sequoia and Redwood intersection . | The Fourth of July parade begins at 11 a.m. in downtown Everett , at Colby and Hewitt avenues .",55,0
"The Java Enterprise System bundles a slew of Sun software for a yearly subscription of $ 100 per employee . | For instance , the core Java Enterprise System will cost $ 100 per employee in the US .",46,0
Arts helped coach the youth on an eighth-grade football team at Lombardi Middle School in Green Bay . | The boy was a student at Lombardi Middle School in Green Bay .,35,0
"Sean Harrigan , president of the California Public Employees ' Retirement System , also suggested paring down the NYSE 's 27-member board , changing its composition and making it more accountable . | Sean Harrigan , president of the California Public Employees ' Retirement System , also suggested paring the NYSE 's 27-member board and allotting more seats to investors outside the securities industry .",83,0
He also reaffirmed his wish to resolve the North Korean nuclear crisis peacefully . | But the North Korean nuclear crisis has dominated his time in office .,29,0
"At least 61 people were killed and dozens injured across Afghanistan yesterday in the worst outbreak of violence for more than a year . | Sixty-one people were killed and dozens wounded in outbreaks of violence across Afghanistan in the troubled country 's bloodiest 24 hours in more than a year , officials said Wednesday .",66,1
"It passed only after Republicans won the support of two wavering senators , Democrat Ben Nelson of Nebraska and Republican George Voinovich of Ohio . | It passed only after Republicans won the support of Voinovich and another wavering senator , Nelson of Nebraska .",50,1
"Among three major candidates , Schwarzenegger is wining the battle for independents and crossover voters . | Schwarzenegger picks up more independents and crossover voters than Bustamante .",33,0
"We intend to appeal vigorously and still expect to be vindicated ultimately . | We think this was bad law , and we still expect to be vindicated ultimately .",31,0
"A total of 32 U.S. soldiers have been killed in attacks since May 1 , when President Bush declared the end of major hostilities in Iraq . | Thirty-two U.S. soldiers have been killed in Iraq since President Bush declared major combat over on May 1 .",60,1
"She said the store ordered 520 copies and reserved another 300 . | In one Johannesburg store , 900 copies have been ordered .",34,0
"That would give smokers the right to take complaints to the Human Rights Commission or Human Rights Review Tribunal . | He agrees that technically smoking could be considered a disability , giving smokers the right to take complaints to the Human Rights Commission or Human Rights Review Tribunal .",51,1
"Oak Brook , IL-based McDonalds is expected to launch several hundred restaurants by year 's end . | The company 's goal is to offer wireless service at several hundred restaurants by year 's end .",42,0
The US Senate judiciary committee overcame a significant hurdle yesterday in the battle to create a trust fund to pay victims of asbestos exposure . | The Senate judiciary committee on Tuesday overcame a significant hurdle in the battle to create a trust fund to pay victims of asbestos exposure but the most difficult obstacles remain .,58,0
"It also faces significant regulatory delays and uncertainty , and threatens serious damage to the company 's business , he added . | "" It is highly conditional , faces significant regulatory delays and uncertainty , and threatens serious damage to our business . """,47,1
"In March , 67 percent connected through cable , up from 63 percent a year earlier . | By March 2003 , 67 percent of broadband users connected using cable modems , compared with 28 percent using D.S.L.",57,0
"Police believe someone strangled her and she may have been sexually assaulted . | Park appeared to have been strangled and may have been sexually assaulted , Homicide Capt. Charles Bloom said .",35,1
October gasoline prices settled 1.47 cents lower at 78.70 cents a gallon . | October heating oil ended down 0.41 cent to 70.74 cents a gallon .,46,1
"Indeed , Mr. Weill , a self-described workaholic , said he planned to remain very involved in the company . | Still , Mr. Weill will remain very much a power at the company .",44,0
Arison said Mann may have been one of the pioneers of the world music movement and he had a deep love of Brazilian music . | Arison said Mann was a pioneer of the world music movement -- well before the term was coined -- and he had a deep love of Brazilian music .,58,0
"The blaze was only 5 percent contained early Monday . | The blaze , started by lightning June 6 , is considered 95 percent contained .",31,0
"The U.S. Food and Drug Administration rejected ImClone 's original application in December 2001 , saying the trial had been sloppily conducted . | The Food and Drug Administration ultimately denied ImClone 's drug application in December 2001 , saying that an Erbitux clinical trial was deficient .",68,1
"He made the same decree in June 2002 , but that measure was limited to the southern city of Arequipa amid fatal protests against the privatization of two power firms . | That measure was limited to the city of Arequipa amid protests , that killed three people , against the sale of two power firms .",64,0
Shares of Corixa fell 12 cents to $ 6.88 as of 3 : 59 p.m. | Shares of Corixa fell 12 cents to $ 6.88 on the Nasdaq stock market .,52,0
""" Nobody wants to go to war with anybody about anything ... it 's always very much a last resort thing and one to be avoided , "" Mr Howard told Sydney radio . | "" We don 't want to go to war with anybody . . . it 's always very much a last resort , and one to be avoided .",68,1
""" Mr Gilbertson would have been entitled to these superannuation payments irrespective of ... ( how ) he left the company , "" Mr Argus said . | "" Mr Gilbertson would have been entitled to these ( pension ) payments irrespective of the circumstances in which he left the company , "" Mr Argus said .",61,1
"The number of people in the UK infected by HIV , the virus that causes Aids , increased by almost 20 per cent last year to nearly 50,000 . | The global epidemic of HIV , the virus that causes Aids , is tightening its grip on Britain with a record number of new cases diagnosed last year .",68,0
"But the new study , from the Women 's Health Initiative , said the opposite . | The discovery so alarmed researchers that they stopped the study , known as the Women 's Health Initiative .",39,0
"North American markets finished mixed in directionless trading Monday as earnings season begins to slow and economic indicators move into the spotlight . | North American markets grabbed early gains Monday morning , as earnings season begins to slow and economic indicators take the spotlight .",48,0
"They worry the treatment could leave their son sterile , blind or even dead . | They fear the treatment would stunt the boy 's growth and leave him sterile .",33,0
At least 13 of the affected flights were scheduled out of Atlanta . | At least 13 flights out of Atlanta were listed as canceled .,31,0
