prompt,prompt_len,target
Finest collection of emeralds in the world. | A miserable collection of fake emeralds. ,21,0
"yes so check that one out you know | Yes, so take some time and look into that.",21,1
 The heat was already rising. | There was some heat and it was rising.,17,1
"Canongate derived its name from an edict by David I (1124 1157), founder of the Abbey of Holyrood, who granted a right to raise a gate between the abbey and the Royal burgh of Edinburgh. | Canongate was named by a woman whose first name was Beth.",66,0
but us i mean we still we live more or less like you and our kids are grown up and they're gone so it's just the two of us and uh we tend to go out maybe once a week maybe once every other week something like that but we'll we'll go out for uh | We still have young children living at home.,74,0
"Jon awoke late into the night, his bladder full. | Jon was sleeping a while before we woke and realized he had to pee. ",29,0
"Legal Aid lawyers help victims of domestic violence, and they supervise the ombudsman program that sends advocates into all the state's nursing homes. | Victims of domestic violence are among those who Legal Aid lawyer help.",43,1
The future's bright. | Renewable energy will  completely replace fossil fuels by 2020.,23,0
i had uh i have seven hundred dollars in mine now and i've put saved up enough money where i'm going to bring it down to two hundred and hopefully i can keep it around there | I have saved enough money that I can bring it down and keep it down. ,59,1
"Murderous gangs in East Timor, deadly bombings in Israel and the Caucasus, scary tumors in Cardinal O'Connor's head, fugitive financier Martin Frankel in the Holsenglacis jail, runaway parade floats plowing into the crowd and yet not crushing a single presidential candidate--so much news and so little time, the effect of the summer schedule on News Quiz--which, incidentally, you can play all week without paying New York sales tax or showering or even getting out of your  Such is our end-of-summer malaise. | There have been over 100 deaths attributed to gangs in East Timor.",124,0
Auditors should use cost models to look for discrepancies with the cost and schedule estimates established for an acquisition. | Auditors must avoid at all costs the use of cost models.,35,0
Tommy disentangled it and smoothed out the telegram. | Tommy untangled it and flattened out the telegram.,22,1
"Quality of carpets is judged by the number of knots per square 60, 80, or (superlative) 100. | The number of knots per square is the basis for the judging.",45,1
"yeah there are | No, there aren't ",12,0
A good case study identifies the | Some case studies are better than others.,16,0
yeah yeah well i got i got tired of the service after a while i mean it i had a terrific job really enjoyed it uh command post | Being in the army was very tiring for me.,40,1
An' there was a big smoke-up 'bout it. | There was a blow up about it.,23,1
that's a a big thing to think about | That's a lot to think about.,21,1
well in the summer time so that the heat doesn't uh burn the grass | The summer time will burn the grass.,26,1
yeah it would yeah no not at all you know the wheels of justice grind slowly | Sometimes it takes time to receive proper justice.,27,1
yeah i don't yeah i don't think it would crush steel cans it's pretty tough | It is fully capable of crushing the cans.,32,0
"He poured some kefir into himself, and then by mistake into the vat. | It was a mistake to pour it into the vat because it might explode.",32,0
"He was concerned because it was November, and the bulbs should've been in a month before. | He was worried that the bulbs should have been in before November and weren't yet.",40,1
"Additionally, they must comply with all relevant laws and help strike a balance between the sometimes competing goals of privacy and program integrity. | Privacy and program integrity are two competing goals that must be balanced.",40,1
"The SEC now estimates that the annual burden estimate for all respondents to Form ADV is 18,128 hours. | The SEC has been making accurate estimations this year.",37,0
"you know they just make it look so easy but i know it i'm smart enough to know that it's not quite that easy | They make it look easy, but I know it's not.",44,1
"Thus far, we have sought to obtain adequate, relevant records and explanations without success. | We have not been successful in obtaining the relevant and adequate records. ",33,1
I think so. But the German spoke with less than his usual confidence. | The German spoke with less confidence than usual.,26,1
"And layers I keep in a special hut, so they won't be stressed, because otherwise I will loose one egg per day. | I don't keep layer in a special hut, this means they are more stressed and I loose an egg a day if not more. ",58,0
The report also included our financial statements and an unqualified opinion from the agency's independent auditor. | The report only contained opinions and no actual records. ,32,0
"(Countering a question about tackiness, Dexter says, You should see what we turned down--'I Have a Dream' ice cream, Martin Luther King pocketknives. | Dexter turned down a number of tacky items.",47,1
"The first, as many of you did, is to take the competition improbably downscale--mixing implausible amounts of sex and/or violence into the competition. | Mixing a lot of sex and/or violence into the competition downscaled the competition.",53,1
"you're right and that's kind of silly | You are right, and thats wacky",20,1
It should also be considered that the value in this table assumes conservatively high proportion of boilermaker labor and that the boilermaker trade grows at its minimum target rate of 5.3 percent. | The table assumes that the boilermaker trade grows at 5.3 percent.,57,1
"A mule head, attached to a rangy mule body, weaved forward to follow dog-at-heel fashion behind the scout. | There was a mule behind the scout.",37,1
The focus was on creating a true system of equal justice in Illinois. | We focused on creating equal justice in the state.,26,1
Here you can sit under the shade of the trees away from the noise of the traffic. | There is a shaded area to sit under the trees which is away from noisy traffic.,37,1
um-hum that's true but uh i do like the idea of the jury being the the the people who decide in the matter of uh if it's a jail term versus life and death | The judge should be the only one to decide on the sentence of a convicted criminal.,59,0
The auditor can then measure the progress of the prototypes against the agency's criteria. | The auditor can then measure the progress of the prototypes of the prototypes against the agency's criteria,38,1
He was being unnecessarily rough. | He was being too aggressive.,14,1
oh no i'm in i'm in Raleigh North Carolina | I am in North Carolina.,21,1
"In his revision, Reich gets rid of the cigar shtick and again substitutes actual words, while trying to preserve what he can of a sense of hostility. | Reich and his activities never had anything whatsoever to do with a cigar. ",48,0
"Of these, I have looked up maybe 20 of them since I bought a copy a couple of years ago. | I looked up 20 of them.",35,1
"The annual Dubious Achievement Awards celebrate 1998 as the worst year ever: Linda Tripp wins the Man of the Year title over Leonardo DiCaprio, Osama Bin Laden, Lucianne Goldberg, Ken Starr, and others. | The Man of the Year title was won by Linda Tripp in the year 1998.",67,1
Lively sports bar and grill located centrally on Negril's beach. | The sports bar is very upbeat.,24,1
"If the speed limit is 55 mph, off-duty highway cops should drive at 55, even if 62 or 63 is close enough for the rest of us. | Police officers ought to obey traffic laws, even if the rest of us don't.",60,1
The universe was stable again. | The universe has not been this stable in over 5 years.,21,0
"In Virginia, callers to the statewide toll free number now are not only routed to an intake worker in the program serving their area, but can hear informative recordings on relevant legal topics twenty-four hours a day, in English and Spanish. | The Virginia statewide free number have calls taken by a worker in the program serving the callers area. The caller can also hear recordings on legal topics 24/7 in both English and Spanish.",88,1
yeah right but there is you know there is a place you can take those also you know at the same place just put them in a different uh container | There is a place you can take those to be recycled appropriately. ,46,0
"Once again, a plea to Susan and Sylvester. | This is another request being made of Sylvester and Susan.",23,1
"OMB's published guidance12 states that an agency should perform an assessment to evaluate the suitability of electronic signature alternatives for a particular application. | An agency should perform an assessment to evaluate the suitability of electronic signature alternatives for a particular application, according to OMB's published guidance12.",59,1
yeah and and a man might say out loud well you know i understand this and i agree but still he was raised with a mom taking care of him and and that's a very hard attitude to change | He was raised by a woman and that made it hard for him to change.,59,1
Puerta del Sol (Gateway to the Sun) is Madrid's busiest plaza and for centuries has been the commercial hub of the city. | Puerta del Sol is the most used plaza in the city.,42,1
"I know many of you must feel the same as me, so I'm asking you to join my struggle. | I think everyone here should join my struggle.",34,0
"Abraham, the first Jewish Patriarch, led his people here in search of  the land of milk and honey ; Jesus Christ was born, lived, ministered, and died here; and Mohammed, the founder of Islam, visited Jerusalem during his heavenly  Night Journey.   | Abraham was the first Hewish Patriarch who led people to search for the land of milk.",74,1
The Dayton Accord separates the country into two  the Muslim-dominated Bosnian Federation and the Serbian Republika Srpska. | The division brought about by the Dayton Accord was widely approved of by the Bosnian and Serbian people.,47,0
"Therefore, the Board has proposed that a new category, RSSI, be designated to cover stewardship reporting. | the Board has proposed other categories in addition to RSSI.",35,0
"Gambling and entertainment may be the attractions, but tourism and service is the industry. | Most of the profit is made through gambling and entertainment.",29,0
The most enduring legacy of the state planning initiative-at least in terms of its first four years-has probably has been its success in fostering cooperation among stakeholders. | The state planning initiative wasn't actually designed specifically for fostering cooperation among stakeholders.,50,0
"Henceforth, this column will refer to the show as This Week until either Donaldson or Roberts wins top billing. | Donaldson has a better chance of winning top billing.",34,0
"This section includes all the most important towns and regions to help you make your choice. | The section shows a wide variety of towns, making it hard for you to choose.",36,0
"(Tonight at 2:30: Sherilyn Fenn and Rob Estes in Permission From a Male Relative or Shannon Tweed and Harry Hamlin in Clearance From the Vice Squad . Even if you put Adrienne Barbeau in it, A University Degree just doesn't have the same ring.) | There is more than one show on TV tonight.",68,1
yeah i'm being single and no other responsibilities for yourself i guess you know it's i can i can i've been pretty happy i've i've haven't tried to upgrade myself right now that's uh | I'm happily married with children and it's a lot of responsibility.,67,0
His appearances are underscored by demonic chants | There were demonic chants.,14,1
"Implementing Best  Strategies at Work, Federal CIO Council, Capital Planning and IT Investment Committee, June 1998. | In June 1998, the Capital Planning and IT Investment Committee explored how to put adopt the best workplace strategies.",52,1
"Oh, it's you, she said.  | It's you, she said with disdain.",23,1
The burden of the USO is much higher for Poste Italiane than for the U.S. | The burden of the USO is significantly higher on the U.S than it is for Poste Italiane.,42,0
"and from what i understand it's it's a new thing good about families these days um especially spending time with one another i know if if i were to have children i would have trouble | If I had kids, I would find it very easy.",53,0
"Therefore, it was not required to prepare an initial or final regulatory flexibility analysis under sections 603 and 604 of the Act. | Sections 603 and 604 of the Act expressly require that initial regulatory flexibility analysis be made.",55,0
"Ancient and ill-maintained, it starts off shiny and gets rapidly creakier as it approaches the border. | The line is in perfect condition everywhere.",32,0
so we're hoping to do like a three day weekend there's um a thing called Pfeiffer Rim i don't know if you've ever heard of it | In Pfeiffer Rim we are planning to camp and hike. ,48,0
"i guess it was probably in the fifties but there's a strong wind | there's a string wind, maybe in the 50's",32,1
"See Martin Feldstein and Philippe Bacchetta, National Saving and International Investment, National Saving and Economic Performance, D. Bernheim and J. Shoven, eds. | Feldstein studies the national savings rate and domestic investment.",48,0
Such tools include software that can be used to automatically monitor control effectiveness and information systems activity. | Software can be used to monitor control effectiveness and information systems activity.,33,1
"nice talking to you too well i appreciate it and and good luck with your uh your future your hopes of buy a Winnebago | Nice talking to you on the phone, I know you want a Winnebago since you were a teenager so I hope you can finally buy it.",56,0
The Chief Financial Officers (CFO) Act of 1990 provided for chief financial officer positions in 24 major agencies and required annual reports on the financial condition of government entities and the status of management controls. | The CFO Act was passed in 2010.,58,0
"But since you have proven exponentially easier to track and catch than White, I severely doubt you're using the same underground network. | This person was easier to find than White,",37,1
It is likely that two 450 MWe boiler units will use a common single absorber with commensurate reduction in required steel from efficiencies gained by common areas. |  It is unlikely that two 450 MWe boiler units will use a common single absorber ,55,0
"It was cut exactly the shape of Mr. Inglethorp's, and I found one or two snipped hairs.  | The beard looking nothing like anything that anyone had seen before.",41,0
Eva can't read English and a translator was not involved. | Eva can't read the English language on her own.,27,1
and that's a big car it's a V8 four door | Most people say that that car is too small for them.,29,0
"the larger macroeconomic system, the model can then generate key outputs including projected electricity sales and net generation, resulting emissions for each of the four pollutants under consideration, and the set of energy and permit prices associated with the resulting production levels. | It is possible to track emissions for each, individual pollutant.",60,1
The papers that Danvers brought over from America in the Lusitania. The effect of his words was electrical. | Everyone was astonished by his words.,31,0
Just because an organization drops off the cover of Vanity Fair or People or the Saturday Evening Post doesn't mean it has ceased to exist. | Organizations usually sponsor magazines to write articles about them.,40,0
But here are two  | two are here.,11,1
"So on second thought, $80 million is probably overpaying. | The price is too high.",22,1
but not in the summer | It should work this Fall.,13,0
"None of the three major prescription antihistamines (Allegra, Claritin, Zyrtec) seems to be consistently more effective than the others. | The prescription antihistamines all seem to be worthless.",43,0
"After all, it's heads you become wealthy beyond the dreams of avarice, tails you get some bad press (and lose the money you yourself put in--but when you are allowed to make a trillion-dollar gamble with only $2. | It's a 50/50 shot of making millions that will only cost you $2000.",77,0
People might begin to save more if they were aware how much they need for retirement and that saving regularly over time is the key to preserving their future standard of living. | Savings are important for people and they should realize it.,46,1
Fact-Based | Based on certainty,8,1
"I do know that in good society, chins are very important. | Chins are important in good society.",24,1
Prohibitions or restrictions on borrowing or other forms of pre-retirement distributions could limit the ability of some households to reduce their other saving in response to individual accounts. | If households cannot borrow against retirement distributions early they may save less in retirement accounts.,50,1
Nema sighed and turned her eyes away. | Nema sighed and looked away.,17,1
it didn't feel that hot | It was not that warm. ,16,1
"During the Rev?­o?­lu?­tion, all evidence of luxury was stripped from the palace interior, but the structure itself proved stronger than its assailants and today it hosts major productions during the annual festival. | Luxury is still depicted on the palace's exterior. ",58,0
Thompson is no longer Hunter S.  He performs a Hunter S. Thompson routine. | Thompson is a performer.,24,1
"As Aeschylus wrote of Zeus in Prometheus Bound , He cannot fly from Fate. | Aeschylus write about Zeus being unable to fly from fate in Prometheus Bound ",35,1
"The journalists who would stop me are complicit with that ignorance and are willing tools of those that would like the reader to have to rely on those who charge high commissions or high fees to unknowing, worried consumers of finance. | Consumers are worried about the high fees and commissions charged by journalists.",60,1
"Traditionally, the danger to any management reform is that it can become a hollow, paper-driven exercise where management improvement initiatives are not integrated into the day-to-day activities of the organization. | The management reform needs to be integrated correctly.",51,0
"They try to swallow a dozen grapes while the clock atop the building strikes 12, after which pandemonium breaks out. | Pandemonium breaks out after the clock atop the building strikes 12.",43,1
and sometimes i think it too much trying to figure out who's going to get the best headlines and that they'll run a topic into the ground | Too much time is spent trying to figure out the best headlines.,46,1
There's a flower called Wandering Jew. | Wandering Jew is the name of a flower.,20,1
"There are also cars, scooters, and taxis available for hire. | Cars will be available for hire.",22,0
"Honest stone and metal could survive, but the work of magic was no longer safe. | The stone and metal had no need to worry.",29,1
Netscape didn't merely point out a two page discussion in his book of a single case that pointed the other way. | Netscape didn't have a discussion about the case.,39,0
1. What is known about the competence and | What do we know of the competence?,19,1
And at each halt the six-shooter Colts' loading was checked. | The six shooter was examined at every stop.,25,1
"At the MGM Grand Adventure Theme Park (Tel. 702/891-7777; open spring and summer only), visitors can raft a small river, take a 200-ft (61-m) freefall from the Sky Screamer, watch a colorful sea battle, or chat with strolling MGM characters. | The MGM Grand Adventure Theme Park is only open in the fall.",87,0
"Kramenin, by this time, was as putty in the other's hands. | Kramenin could not be deterred",25,0
trying to think where's the warmest the warm lines start i guess probably if you're drawing a line across a map of the country put the middle of your ruler on Dallas | The warmest line in the country would be going across Dallas. ,51,1
yeah yeah they see you go through the problems and still come out okay working together | You can go through the problems and fail,26,0
They will eat your children. | The people are cannibals. ,16,1
uh-huh well i know i have um i just have a tent and the kids and i like to go out and camp in the tent and then i bought a van and that way i can sleep in the van and be more comfortable | I take the kids camping with me when I camp.,60,1
"To match their long-term stake in the country's prosperity, the Chinese and Indians wanted political equality with the Malays. | The Chinese and Indian governments wanted political equality with Malaysia.",39,1
"Mr. Chairman, as I am sure you appreciate, the issues confronting the Congress and the American people have grown more complex in recent years. | The complexity of problems has grown in recent years.",40,1
"and i wouldn't enjoy it but if i have something some team sport or some activity then it's kind of like having fun playing and then you then you get some of the | If I have some activity such as a team sport, then it's kind of like having fun playing.",61,1
"Hotel shopping areas consisted of retailers selling primarily expensive and tacky (or sometimes cheap and tacky) merchandise, and malls were utilitarian outlets of typical retail stores. | Hotel shopping areas just sold tacky junk.",40,1
yeah um actually it turned out in our case um i know somebody who when they tried to defrost their car cracked their windshield um though occasionally it can be dethawed in our case we didn't um we didn't have the problem because my we keep my wife's car in the garage so her car didn't get iced over you know it wasn't um um it was a little bit cold in her car in the morning but it wasn't iced over so i just left my car out there for a couple of days and um within two or three days it was it was actually warm enough that everything melted um it was it was actually one of the most beautiful sights i've ever seen because everything looks you know if you can imagine just seeing everything coated in a nice clean sheet of ice and and and it looks really nice the whole whole place but um it got you know after the initial storm it got worse as things started to melt because um as things melted branches shifted and started to fall again so we're still cleaning up we actually left the last people got power i guess yesterday and we left the state of emergency last night or something at like midnight so it's it's it's not fun | You need to take a lot of cautions while trying to defrost your car.,265,1
little place to live you know even just a little room or whatever | A small room sufficient for staying in or the likes of.,27,1
"Fortunately, the noble silhouette of the Abbaye aux Hommes has survived (best seen from the Place Louis-Guillouard). | The Abbaye aux Hommes never had a silhouette made in his honor.",43,0
He grew cold from the inside out. | His body grew cold starting from the inside. ,20,1
"If this ratio is designated as g,  | The ratio of g is the same as the 5:1 ratio.",26,0
well he doesn't care as long as he's feeding his uh his family | He doesn't mind so long as his family is fed.,32,1
I want to ask your advice.  | I need some advice.,15,1
"Seems like them Yankees gathered me up with th' rest of them bushwacker scrubs, but when they got me a mile or so down th' road they decided as how I'd had it good an' there was no use wastin' wagon room on me. | The Yankees decided not to waste time on him.",67,1
BeauSeigneur says most premills figure the Antichrist will be a Jew--but not all. | Beau Seigneur believes that there is no Antichrist. ,33,0
"Others were less formal, relying on periodic meetings between the owner and the design team to review the progress being made toward preparation of final construction contract plans and specifications. | Everyone relied on the meetings.",40,0
"Station I (Condemnation): Jesus was condemned in Herod's Antonia fortress, the site of which is now covered by modern buildings. | The site where Jesus was condemned is now covered in buildings.",42,1
i think it would be nice to just go out and pick some tomatoes off the porch we get lots of sunlight here and the porch is screened in and it's pretty large | I'd love to be able to have tomatoes growing on the porch.,52,1
"In some localities, it is possible that the permitting activities will not be the limiting steps. | It can be possible that permitting activities will not be the limiting steps.",34,1
Both the NYT and WP run follow-on stories to last week's revelation that the government's drug office had a program of financial incentives for networks incorporating anti-drug themes into their shows. | The networks decided to run campaigns on how to use drugs. ,55,0
"They're just talking, | They're doing a lot more than talking ",18,0
house that we bought so i'm not doesn't seem like it um i mean i know so much has changed in their technology in the last few years | Their technology has been changed greatly in the past few years.,46,1
He suggested that the recommendation be worded in such a manner that this effort does not seem to be a parallel activity. | He was concerned that one of these activities might be canceled if they seemed parallel.,41,0
yeah it was really it was really oh well it was all full with uh shelves everywhere and we didn't have enough books to fill it up but | There were a lot of empty book shelves.,41,1
But the Cabinet knew by how narrow a margin they had escaped utter disaster. | The Cabinet had barely escaped a complete disaster.,26,1
She's calling someone else's name. | She's calling Jon's name.,21,0
That would be too good a farce!  | The farce would be too good.,18,1
"However, few studies of physician-delivered interventions in an emergency setting exist. | There hasn't been much research on ER interventions.",28,1
right but i understand why Bush you know doesn't want to go in and and uh take sides i mean because that would definitely look like another Korea | I understand why Bush doesn't want to be in the conflict.,46,1
What frightened Jon frightened her. | It frightened them both.,13,1
"NOW accuses PK of being too friendly with the bad boys of the religious  media mogul James Dobson (who gave PK its initial seed money and promotes it on his radio network), Pat Robertson (who promotes PK on television), and Gary Bauer (who heads the Dobson-backed Family Research Council). | NOW has never accused PK for being friendly with religious media moguls.",75,0
and so we you know and it was prime time it was what seven thirty eight o'clock on a week night and no we have cable and there wasn't anything on any channel and and the stuff that was on the prime the networks you know ABC NBC CBS | There were zero programs to watch on any of the channels.,67,1
But in these obscure aristocratic byways he could not but feel that an officious policeman might stop him to explain matters. | An over zealous policeman might detain him to explain what was going on.  ,41,1
"uh-huh well they're certain places you know where i know you can take your leaded cans but i don't know where they are they publish it in the newspaper if you wanted to get into it | You can take your leaded cans to certain places, but it's hard to find.",64,0
"Alternatively, it is possible for inexperienced riders to join other tourists on horseback for a moonlight excursion, with a barbecue at the end of an easy it's an excellent way to meet people. | Daybreak camel rides end with pillow fights. ",50,0
"The New York Times reports that economists with the Army Corps of Engineers, charged with executing a cost-benefit analysis of un-damming the Snake River in eastern Washington, plan to factor in something they call existence value--the value of the psychic benefit people get from knowing the river is running wild. | The Army Corps of Engineers' economists will publish their findings next year.",76,0
does he go to have an exercise program too | Does he go for an exercise program too?,20,1
"He is relocating to his home state of Georgia. | He is moving to Georgia, his home state.",22,1
that's the whole system though isn't it | The slow processing of paperwork shows how terrible the entire IRS is.,26,0
"So, in keeping with our policy, the article was amended. | The article was amended in compliance with policy.",24,1
"He's going to kill him, thought Ca'daan. | He's going to marry him, Ca'daan thought.",28,0
"The Britpack represent the new orthodoxy, says the Wall Street Journal 's Paul Levy. | The Britpack represent the old orthodoxy, says the Times' Paul Levy.",35,0
"That brought us back to the telegram."" | We came back to use the telegram.",18,1
i know i know i know and then they and they you know there's no TV and they don't have all these modern toys and they have to use sticks and rocks and stuff like that to play with | They don't have TV or any modern toys to play with.,59,1
"Over the years Trevor Howard, Margot Fonteyn, and Marlene Dietrich brought their own inimitable style to the festival. | Margot Fonteyn contributed some of her own style to the festival.",38,1
there are a lot of people that aren't guilty that's in jail | Every person in jail is guilty.,25,0
They last for about six weeks. | They only last for around six weeks before they start to rot.,22,0
the North American Phone Book. | The phone book was bulky and heavy.,16,0
Barbados or Jamaica or something like that | It could be Barbados or Jamaica,15,0
"He looked around and noticed that the patients in other beds wouldn't look him in the eye, either. | He and the patients were staring deeply into each others' eyes.",37,0
He was in that sinister house in Soho. | He was the only person in that haunted house in Soho.,23,0
and they have one at ten | There is one at ten.,14,1
well um just recently i think it was Sunday on Sixty Minutes | I saw it on sixty minutes.,21,0
The Balearics' fine sandy beaches and sunny weather make them an ideal family destination. | Families enjoy the weather and beaches in the Balearics.,32,1
"Ca'daan glanced up and saw Susan's face, round and smooth, with her red hair spilling out of the sides of her hood. | Ca'daan thought Susan was beautiful.",39,0
yeah i understand that we we have a real similar situation ours uh quintupled at least uh so there is a real family budget | We had to give up some of our entertainment budget.,39,0
"The Administrator will allocate to an opt-in unit an amount of allowances equal to fifty percent  the lesser of the unit's baseline heat input or the unit's heat input for the year before the year for which the Administrator is determining the allocation; multiplied by the lesser of the unit's baseline emission rate, the unit's 2002 emissions rate, or the unit's most stringent State or federal emission limitation applicable to the year on which the unit's baseline heat input is based. | The Administrator is responsible for allocating yearly allowances.",115,1
"Notable in the collections are a Fra Angelico triptych, Raphael's La Fornarina (though the authorship is disputed), and works by Titian, Tintoretto, and El Greco. | The Fra Angelico triptych housed in the collections was made in the 16th century. ",62,0
"But her chances for finding a replacement gig dwindle with every lost job and every looming birthday. | She used to have a very good job, when she was younger. ",36,0
"In addition, current law tends to address each environmental problem independently, even if one pollutant contributes to several problems. | Current law focuses purely on one pollutant and the environmental issues that it causes.",39,0
okay well thanks for talking | Thank you for the talk about mortgages.,15,0
"That leaves Case 1. But if you believe that your neighbor has no right to live well at the expense of your fabulously wealthy grandchildren, you must also believe that your neighbor has no right to live well at the expense of Bill Gates. | You think your neighbor should be able to live well on someone else's money.",68,0
One way to help ensure accuracy in the report is to use a quality control process such as referencing. | Referencing is the most effective way to ensure accuracy in the report.,36,0
 U.S.laws alone swamp our small staff. | Our large staff is never swamped,20,0
"It was the main path of the Romans' invasion of Gaul, and the key to Lyon's commercial wealth in the Middle Ages. | If the path did not exist, much of history would be different today.",44,0
"Most of Higashi-Honganji is closed to the public, but the main hall and founder's hall, rebuilt in 1895 after repeated fires, are notable for the rather groseropes of human hair fashioned from donations by female worshippers to haul the temple's pillars into position. | The main hall and founder's hall was rebuilt in the year 2003.",83,0
but at at least i guess we're so far ahead of some of the other countries uh that we've still got a better system and and we are we have been doing this for two hundred years so uh uh i guess it's still better that a lot of others | We have a worse system than other countries.,67,0
"GAO will distribute its written testimony statement in accordance with the rules of the Senate or House, including the applicable committees' or subcommittees' rules. | GAO will distribute its written testimony statement by hand to all the people of the world",48,0
"For example, the Eagles called the Rattlers the nigger campers, even though all the boys were white. | The Eagles were the first squadron to see combat in the Great Antarctic War of 1984.",44,0
Investment in research and development refers to those expenses incurred to support the search for new or refined knowledge and ideas and for the application or use of such knowledge and ideas for the development of new or improved products and processes with the expectation of maintaining or increasing national economic productive capacity or yielding other future benefits. | Investing money often leads to new exciting products.,70,0
"These findings are part of a survey, the first of its kind in almost 20 years to examine the experiences of the poor in the legal system, released today by the nonprofit Legal Services of New Jersey, an Edison corporation that coordinates the state's system of legal aid organizations. | These findings are part of a survey.",67,1
"Now, James's monthly house notes have dropped from $796 - more than twice her monthly income - to an affordable $247. | James has seen a significant decrease in her mortgage rates.",44,0
oh i never thought about that that it would take a long time to find someone available | It's fairly easy to find someone available. ,30,0
The rule was later expanded to include real estate closing offers. | Real estate offers were included in the rule later.,24,1
"I see   He paused a minute, then waved to Conrad. | He paused for a short while, then waved at Conrad, who waved back at him.",33,0
"Nevertheless, the Holy Land is not the ideal place for a family holiday. | Families will face a lot of inconveniences when holidaying in the Holy Land.",33,0
especially when you're like us and don't really want to do it anyway you know | You're like us since you don't really want to do it.,37,1
"well i i must get back to work nice chatting with you | I have to get back to work before I get fired, but it was good talking.",32,0
you know that that they're not in the home by choice anymore | They're not in the home by choice,25,1
uh Silence of The Lambs tonight | We don't watch movies.,16,0
"Some House Republicans, including DeLay, have fired back at Bush, accusing him of betraying them, meddling in their business, and distorting their ideas. | DeLay said Bush had been supportive and understanding.",43,0
"Also, Saddam is taking advantage of the current Arab backlash against the United States , sparked by the latter's failure to broker a peace settlement with Israel. | Saddam is utilizing Arab anger at the United States.",43,1
"The smallest pyramid, that of Mykerinus, adds a wonderful perspective to the panorama, particularly when you align the pyramids for that souvenir photograph. | The pyramids are dusty and boring. You should go to the northern coasts to get the best views.",51,0
"The practices were (1) demonstrating top leadership commitment; (2) engaging employee unions in making changes; (3) training employees to enhance their knowledge, skills, and abilities; (4) using employee teams to help accomplish agency missions; (5) involving employees in planning, and sharing performance information; and (6) delegating authorities to frontline employees. | The practice had nothing to do with leadership.",83,0
Gauve looked at him and frowned. | He was so happy he could barely contain himself.,20,0
"He still asks me if he is going to die, and if I'm still going to give him my kidney. | He will donate his kidney.",32,0
"Around Camacha and north of here you'll likely see the stripped willow soaked and left to dry, either by a river bank, propped up against a house, or in wigwam fashion in the fields. | It is possible to see stripped willow soaked and drying.",55,1
"When she was little, she had a blue LED installed in her right eye for no particular reason. | She installed a light in her eye to see what would happened.",35,0
 One look at Sather Karf's expression was enough to convince Hanson that Malok had cried the truth and that their work could still be undone. | Malok was crying due to the pressure on him.,44,0
He wondered if this recommendation was the appropriate place. | He inquired if the recommendation was appropriate ,20,1
They've been shooting at everything that flies. | They have been targeting any flying object.,20,1
Hanson could feel that he was being baked alive. | Hanson was feeling quite chilly.,19,0
um-hum oh yeah baseball is there is there life up there like football is down here i think | Baseball earns it players more money than football does.,32,0
The planetary target was a huge one for an oxygen-water world. | The target was really quite small for an oxygen-water world.,29,0
Creative Turmoil | Chaotic creativity and enthusiasm.,11,0
"It is indeed mon ami Hastings! | It is, Hastings! ",15,1
back during the Vietnam conflict that no one will will have the guts enough to call a real war uh | People called the Vietnam conflict the war that it is.,33,0
"A guided boat trip will also give an excellent introduction, displaying in leisurely fashion ' and with informative commentary ' sites including the Eiffel Tower, the Palais de Chaillot and Trocad??ro Gardens, the Grand and Petit Palais, the Palais Bourbon, the Louvre, Notre-Dame, and of course many of the beautiful bridges. | Commentary on the Eiffel Tower can be received on guided boat trips.",80,1
"Michael Norris, a lawyer for LNL and Allenbrand-Drews, said his clients vigorously dispute the allegations. | They confessed it was them.",31,0
"In summer, shops in resort areas may stay open until 10pm. | The resort always closes at 7pm.",27,0
"During the trial, Oprah is recording her show in Amarillo, a town supposedly devastated by her beef-bashing. | Oprah didn't record any shows during the trial. ",37,0
"Kimberly is worried that her husband, who had a stroke in 1985, will be found dead of a heart attack while in bed with one of those bimbos, the Globe claims. | Kimberly is glad her husband is in perfect health and has no chance of a heart attack while in bed with multiple bimbos.",67,0
"If you are baffled by the choice, remember the main types and experiment. | Remember the main types and experiment if you are confused by the choice.",31,1
His hold had slipped a little. | His hold loosened a bit.,15,1
"While GAO's primary client is the Congress, we seek to maintain constructive working relationships with the executive branch; conduct our work in a professional, objective, and nonpartisan manner; and help improve government. | GAO's biggest client is Congress.",51,1
You  fresh air/fresh ideas | You have brand new ideas.,15,1
uh Silence of The Lambs tonight | Silence of the Lambs tonight.,16,1
"At the 8a discount level, the overall volume in the system, basic plus workshared, increases 0.69%. | The increase at the discount level is 0.69%.",42,1
"Of course the information-technology sector has been wonderfully successful--but that is because it has been in a position to exploit the extraordinary possibilities offered by photolithography, not because of any special virtue in the way it operates. | IT is just a bottomless money suck of despair.",58,0
not very much they | Lots and lots.,10,0
"N, the total number of LC50 values used in calculating the CV(%) varied with organism and toxicant because some data were rejected due to water hardness, lack of concentration measurements, and/or because some of the LC50s were not calculable. | Most discarded data was rejected due to water hardness.",65,0
The member countries have more people and exports than the United States but a somewhat smaller gross domestic product. | The member countries have less people than the United States.,33,0
It's a continent really. | It is considered a continent.,15,1
"Most people are recovering from something, he explained to the Washington Post . Barry won back the mayor's office by embracing his own dysfunctions--but Washington is a dysfunctional city. | Barry was unable to rebound from his scandal plagued term as mayor.",51,0
